SOURCE: Data,SOURCE: Related article,METHODS:                  Sampling/Analysis,DATE (yyyy-mm-dd),LATITUDE,LONGITUDE,DEPTH (m),Trichodesmium nifH Gene (x106 copies m-3),Trichodesmium Biomass Conversion factor (mg C/106 nifH copies),Trichodesmium Biomass (mg C m-3),UCYN-A nifH Gene (x106 copies m-3),UCYN-A Biomass Conversion factor (mg C/106 nifH copies),UCYN-B nifH Gene (x106 copies m-3),UCYN-B Biomass Conversion factor (mg C/106 nifH copies),UCYN-C nifH Gene (x106 copies m-3),UCYN-C Biomass Conversion factor (mg C/106 nifH copies),UCYN Biomass (mg C m-3),Richelia Associated Species,Richelia nifH Gene (x106 copies m-3),Richelia Biomass Conversion factor (mg C/106 nifH copies),Calothrix Associated Species,Calothrix nifH Gene  (x106 copies m-3),Calothrix Biomass Conversion factor (mg C/106 nifH copies),Heterocyst (Richelia & Calotrhix) Biomass (mg C m-3),Total Diazotrophic Biomass (mg C m-3),Temperature (˚C),Salinity (PSU),Nitrate (µM),Phosphate (µM),Fe (nM),Chlorophyll  (mg m-3),Notes,Gamma A nifH Gene (x106 copies/m3),Gamma P nifH Gene (x106 copies/m3),CIII nifH Gene (x106 copies/m3)
"Riemann, L., University of Copenhagen, LRiemann@bio.ku.dk","Boström et al. (2007a), doi:10.1093/plankt/fbm019",qPCR,1999-07-12,57.19,20.03,1,,,,,,,,,,,see notes,2.0900,0.06,,,,0.1254,0.125,,6.00,,,,,"the heterocyst species is Nodularia, not Richelia. Size is assuming 8 um wide, 6 um long (Laamane et al. 2001, doi: 10.1128/AEM.67.10.4638–4647.2001)",,,
"Riemann, L., University of Copenhagen, LRiemann@bio.ku.dk","Boström et al. (2007a), doi:10.1093/plankt/fbm019",qPCR,1999-07-12,57.19,20.03,1,,,,,,,,,,,see notes,0.0552,0.06,,,,0.0033,0.003,,6.00,,,,,"the heterocyst species is Nodularia, not Richelia. Size is assuming 8 um wide, 6 um long (Laamane et al. 2001, doi: 10.1128/AEM.67.10.4638–4647.2001)",,,
"Riemann, L., University of Copenhagen, LRiemann@bio.ku.dk","Boström et al. (2007a), doi:10.1093/plankt/fbm019",qPCR,1999-07-12,57.19,20.03,1,,,,,,,,,,,see notes,0.0000,0.06,,,,0.0000,0.000,,6.00,,,,,"the heterocyst species is Nodularia, not Richelia. Size is assuming 8 um wide, 6 um long (Laamane et al. 2001, doi: 10.1128/AEM.67.10.4638–4647.2001)",,,
"Riemann, L., University of Copenhagen, LRiemann@bio.ku.dk","Boström et al. (2007a), doi:10.1093/plankt/fbm019",qPCR,1999-07-12,57.19,20.03,1,,,,,,,,,,,see notes,1.0400,0.06,,,,0.0624,0.062,,6.00,,,,,"the heterocyst species is Nodularia, not Richelia. Size is assuming 8 um wide, 6 um long (Laamane et al. 2001, doi: 10.1128/AEM.67.10.4638–4647.2001)",,,
"Riemann, L., University of Copenhagen, LRiemann@bio.ku.dk","Boström et al. (2007a), doi:10.1093/plankt/fbm019",qPCR,1999-07-12,57.19,20.03,1,,,,,,,,,,,see notes,0.1750,0.06,,,,0.0105,0.011,,6.00,,,,,"the heterocyst species is Nodularia, not Richelia. Size is assuming 8 um wide, 6 um long (Laamane et al. 2001, doi: 10.1128/AEM.67.10.4638–4647.2001)",,,
"Riemann, L., University of Copenhagen, LRiemann@bio.ku.dk","Boström et al. (2007a), doi:10.1093/plankt/fbm019",qPCR,1999-07-12,57.19,20.03,1,,,,,,,,,,,see notes,4.1100,0.06,,,,0.2466,0.247,,6.00,,,,,"the heterocyst species is Nodularia, not Richelia. Size is assuming 8 um wide, 6 um long (Laamane et al. 2001, doi: 10.1128/AEM.67.10.4638–4647.2001)",,,
"Riemann, L., University of Copenhagen, LRiemann@bio.ku.dk","Boström et al. (2007a), doi:10.1093/plankt/fbm019",qPCR,1999-07-12,57.19,20.03,1,,,,,,,,,,,see notes,2.0900,0.06,,,,0.1254,0.125,,6.00,,,,,"the heterocyst species is Nodularia, not Richelia. Size is assuming 8 um wide, 6 um long (Laamane et al. 2001, doi: 10.1128/AEM.67.10.4638–4647.2001)",,,
"Riemann, L., University of Copenhagen, LRiemann@bio.ku.dk","Boström et al. (2007b), doi:10.1111/j.1462-2920.2006.01124.x",qPCR,2001-05-21,57.16,16.31,4,,,,,,,,,,,,,,,,,,,,6.00,,,,,Gamma-proteobacterium (heterotrophic) using Real-Time PCR quantification ,0.00,,
"Riemann, L., University of Copenhagen, LRiemann@bio.ku.dk","Boström et al. (2007b), doi:10.1111/j.1462-2920.2006.01124.x",qPCR,2001-05-21,57.16,16.41,4,,,,,,,,,,,,,,,,,,,,6.00,,,,,Gamma-proteobacterium (heterotrophic) using Real-Time PCR quantification ,30.00,,
"Riemann, L., University of Copenhagen, LRiemann@bio.ku.dk","Boström et al. (2007b), doi:10.1111/j.1462-2920.2006.01124.x",qPCR,2001-05-21,57.19,16.49,4,,,,,,,,,,,,,,,,,,,,6.00,,,,,Gamma-proteobacterium (heterotrophic) using Real-Time PCR quantification ,0.00,,
"Riemann, L., University of Copenhagen, LRiemann@bio.ku.dk","Boström et al. (2007b), doi:10.1111/j.1462-2920.2006.01124.x",qPCR,2001-05-21,57.23,16.57,4,,,,,,,,,,,,,,,,,,,,6.00,,,,,Gamma-proteobacterium (heterotrophic) using Real-Time PCR quantification ,0.00,,
"Riemann, L., University of Copenhagen, LRiemann@bio.ku.dk","Boström et al. (2007b), doi:10.1111/j.1462-2920.2006.01124.x",qPCR,2001-05-21,57.26,17.06,4,,,,,,,,,,,,,,,,,,,,6.00,,,,,Gamma-proteobacterium (heterotrophic) using Real-Time PCR quantification ,0.00,,
"Riemann, L., University of Copenhagen, LRiemann@bio.ku.dk","Boström et al. (2007b), doi:10.1111/j.1462-2920.2006.01124.x",qPCR,2001-05-21,57.28,17.16,4,,,,,,,,,,,,,,,,,,,,6.00,,,,,Gamma-proteobacterium (heterotrophic) using Real-Time PCR quantification ,0.00,,
"Riemann, L., University of Copenhagen, LRiemann@bio.ku.dk","Boström et al. (2007b), doi:10.1111/j.1462-2920.2006.01124.x",qPCR,2001-05-21,57.30,17.28,4,,,,,,,,,,,,,,,,,,,,6.00,,,,,Gamma-proteobacterium (heterotrophic) using Real-Time PCR quantification ,0.00,,
"Riemann, L., University of Copenhagen, LRiemann@bio.ku.dk","Boström et al. (2007b), doi:10.1111/j.1462-2920.2006.01124.x",qPCR,2001-05-21,57.32,17.38,4,,,,,,,,,,,,,,,,,,,,6.00,,,,,Gamma-proteobacterium (heterotrophic) using Real-Time PCR quantification ,0.80,,
"Riemann, L., University of Copenhagen, LRiemann@bio.ku.dk","Boström et al. (2007b), doi:10.1111/j.1462-2920.2006.01124.x",qPCR,2001-05-21,57.34,17.50,4,,,,,,,,,,,,,,,,,,,,6.00,,,,,Gamma-proteobacterium (heterotrophic) using Real-Time PCR quantification ,0.00,,
"Riemann, L., University of Copenhagen, LRiemann@bio.ku.dk","Boström et al. (2007b), doi:10.1111/j.1462-2920.2006.01124.x",qPCR,2001-05-21,57.35,18.00,4,,,,,,,,,,,,,,,,,,,,6.00,,,,,Gamma-proteobacterium (heterotrophic) using Real-Time PCR quantification ,0.00,,
"Riemann, L., University of Copenhagen, LRiemann@bio.ku.dk","Boström et al. (2007b), doi:10.1111/j.1462-2920.2006.01124.x",qPCR,2001-05-21,57.38,18.13,4,,,,,,,,,,,,,,,,,,,,6.00,,,,,Gamma-proteobacterium (heterotrophic) using Real-Time PCR quantification ,0.00,,
,"Church et al. (2005a), doi:10.3354/ame038003",qPCR,2002-12-14,22.75,-158.00,5,7.6380,0.3,2.291 ,0.1937,0.0002,,,,,0.0000,,,,,,,,2.291,,,,,,,,,,
,"Church et al. (2005a), doi:10.3354/ame038003",qPCR,2002-12-14,22.75,-158.00,25,2.9866,0.3,0.896 ,186.3710,0.0002,1.6339,0.02,,,0.0700,,,,,,,,0.966,,,,,,,,,,100.01
,"Church et al. (2005a), doi:10.3354/ame038003",qPCR,2002-12-14,22.75,-158.00,45,1.0763,0.3,0.323 ,111.2326,0.0002,2.0105,0.02,,,0.0625,,,,,,,,0.385,,,,,,,,,,75.84
,"Church et al. (2005a), doi:10.3354/ame038003",qPCR,2002-12-14,22.75,-158.00,75,2.5366,0.3,0.761 ,55.7596,0.0002,3.3770,0.02,,,0.0787,,,,,,,,0.840,,,,,,,,,,32.00
,"Church et al. (2005a), doi:10.3354/ame038003",qPCR,2002-12-14,22.75,-158.00,100,0.0121,0.3,0.004 ,6.9798,0.0002,0.2615,0.02,,,0.0066,,,,,,,,0.010,,,,,,,,,,8.34
,"Church et al. (2005a), doi:10.3354/ame038003",qPCR,2002-12-14,22.75,-158.00,125,,,,0.1403,0.0002,0.0352,0.02,,,0.0007,,,,,,,,0.001,,,,,,,,,,0.96
,"Church et al. (2005a), doi:10.3354/ame038003",qPCR,2002-12-14,22.75,-158.00,150,,,,0.4210,0.0002,0.0100,0.02,,,0.0003,,,,,,,,0.000,,,,,,,,,,0.82
,"Church et al. (2005a), doi:10.3354/ame038003",qPCR,2002-12-14,22.75,-158.00,175,,,,0.1983,0.0002,0.0364,0.02,,,0.0008,,,,,,,,0.001,,,,,,,,,,0.37
,"Church et al. (2005a), doi:10.3354/ame038003",qPCR,2002-12-14,22.75,-158.00,200,,,,,,0.0100,0.02,,,0.0002,,,,,,,,0.000,,,,,,,,,,0.62
,"Church et al. (2005b), doi:10.1128/Aem.71.9.5362-5370.2005",qPCR,2002-12-13,22.75,-158.00,5,16.0651,0.3,4.820 ,93.4519,0.0002,36.2096,0.02,,,0.7429,Rhizosolenia,11.7796,0.01,,,,0.1178,5.680,,,,,,,midnight sample,,,
,"Church et al. (2005b), doi:10.1128/Aem.71.9.5362-5370.2005",qPCR,2002-12-13,22.75,-158.00,25,8.1614,0.3,2.448 ,93.4519,0.0002,44.3669,0.02,,,0.9060,Rhizosolenia,5.6099,0.01,,,,0.0561,3.411,,,,,,,midnight sample,,,
,"Church et al. (2005b), doi:10.1128/Aem.71.9.5362-5370.2005",qPCR,2002-12-13,22.75,-158.00,45,1.5013,0.3,0.450 ,7.6270,0.0002,873.3262,0.02,,,17.4680,Rhizosolenia,2.3345,0.01,,,,0.0233,17.942,,,,,,,midnight sample,,,
,"Church et al. (2005b), doi:10.1128/Aem.71.9.5362-5370.2005",qPCR,2002-12-13,22.75,-158.00,75,1.4030,0.3,0.421 ,7.1276,0.0002,362.0958,0.02,,,7.2433,,,,,,,,,,,,,,,midnight sample,,,
,"Church et al. (2005b), doi:10.1128/Aem.71.9.5362-5370.2005",qPCR,2002-12-13,22.75,-158.00,100,,,,1.7191,0.0002,1.3111,0.02,,,0.0266,,,,,,,,,,,,,,,midnight sample,,,
,"Church et al. (2005b), doi:10.1128/Aem.71.9.5362-5370.2005",qPCR,2002-12-13,22.75,-158.00,175,,,,,,,,,,,Rhizosolenia,0.6934,0.01,,,,0.0069,0.007,,,,,,,midnight sample,,,
,"Church et al. (2005b), doi:10.1128/Aem.71.9.5362-5370.2005",qPCR,2002-12-14,22.75,-158.00,5,66.6085,0.3,19.983 ,387.4675,0.0002,0.0444,0.02,,,0.0784,Rhizosolenia,550.2826,0.01,,,,5.5028,25.564,,,,,,,noon sample,,,
,"Church et al. (2005b), doi:10.1128/Aem.71.9.5362-5370.2005",qPCR,2002-12-14,22.75,-158.00,25,150.1311,0.3,45.039 ,210.6345,0.0002,0.1501,0.02,,,0.0451,Rhizosolenia,89.0822,0.01,,,,0.8908,45.975,,,,,,,noon sample,,,
,"Church et al. (2005b), doi:10.1128/Aem.71.9.5362-5370.2005",qPCR,2002-12-14,22.75,-158.00,45,25.8086,0.3,7.743 ,131.1134,0.0002,0.2106,0.02,,,0.0304,Rhizosolenia,24.7346,0.01,,,,0.2473,8.020,,,,,,,noon sample,,,
,"Church et al. (2005b), doi:10.1128/Aem.71.9.5362-5370.2005",qPCR,2002-12-14,22.75,-158.00,75,5.8171,0.3,1.745 ,21.0634,0.0002,,,,,0.0042,Rhizosolenia,4.0042,0.01,,,,0.0400,1.789,,,,,,,noon sample,,,
,"Church et al. (2005b), doi:10.1128/Aem.71.9.5362-5370.2005",qPCR,2002-12-14,22.75,-158.00,100,2.1063,0.3,0.632 ,29.5521,0.0002,,,,,0.0059,Rhizosolenia,15.4271,0.01,,,,0.1543,0.792,,,,,,,noon sample,,,
,"Church et al. (2005b), doi:10.1128/Aem.71.9.5362-5370.2005",qPCR,2002-12-14,22.75,-158.00,125,0.1225,0.3,0.037 ,0.6225,0.0002,,,,,0.0001,Rhizosolenia,3.4989,0.01,,,,0.0350,0.072,,,,,,,noon sample,,,
,"Church et al. (2005b), doi:10.1128/Aem.71.9.5362-5370.2005",qPCR,2002-12-14,22.75,-158.00,150,,,,0.8161,0.0002,,,,,0.0002,,,,,,,,,,,,,,,noon sample,,,
,"Church et al. (2005b), doi:10.1128/Aem.71.9.5362-5370.2005",qPCR,2002-12-13,22.75,-158.00,25,0.8808,0.3,0.264 ,99.3975,0.0002,4.5034,0.02,,,0.1099,Rhizosolenia,559.7982,0.01,,,,5.5980,5.972,,,,,,,2am local time,,,
,"Church et al. (2005b), doi:10.1128/Aem.71.9.5362-5370.2005",qPCR,2002-12-13,22.75,-158.00,25,671.0759,0.3,201.323 ,53.0163,0.0002,17.4369,0.02,,,0.3593,Rhizosolenia,1545.1704,0.01,,,,15.4517,217.134,,,,,,,4am local time,,,
,"Church et al. (2005b), doi:10.1128/Aem.71.9.5362-5370.2005",qPCR,2002-12-13,22.75,-158.00,25,2387.5515,0.3,716.265 ,721.5521,0.0002,0.1944,0.02,,,0.1482,Rhizosolenia,141.1258,0.01,,,,1.4113,717.825,,,,,,,10am local time,,,
,"Church et al. (2005b), doi:10.1128/Aem.71.9.5362-5370.2005",qPCR,2002-12-13,22.75,-158.00,25,24.7572,0.3,7.427 ,109.4889,0.0002,1.4812,0.02,,,0.0515,Rhizosolenia,2.5210,0.01,,,,0.0252,7.504,,,,,,,3pm local time,,,
,"Church et al. (2005b), doi:10.1128/Aem.71.9.5362-5370.2005",qPCR,2002-12-13,22.75,-158.00,25,7.7583,0.3,2.327 ,90.2362,0.0002,177.5595,0.02,,,3.5692,Rhizosolenia,0.1723,0.01,,,,0.0017,5.898,,,,,,,5pm local time,,,
,"Church et al. (2005b), doi:10.1128/Aem.71.9.5362-5370.2005",qPCR,2002-12-13,22.75,-158.00,25,17.2274,0.3,5.168 ,45.8582,0.0002,114.9125,0.02,,,2.3074,Rhizosolenia,0.1723,0.01,,,,0.0017,7.477,,,,,,,10pm local time,,,
,"Church et al. (2005b), doi:10.1128/Aem.71.9.5362-5370.2005",qPCR,2002-12-14,22.75,-158.00,25,1602.2283,0.3,480.669 ,186.3551,0.0002,21.1573,0.02,,,0.4604,Rhizosolenia,0.1437,0.01,,,,0.0014,481.130,,,,,,,3am local time,,,
,"Church et al. (2005b), doi:10.1128/Aem.71.9.5362-5370.2005",qPCR,2002-12-14,22.75,-158.00,25,151.7408,0.3,45.522 ,875.5022,0.0002,1.5545,0.02,,,0.2062,Rhizosolenia,1661.3932,0.01,,,,16.6139,62.342,,,,,,,6am local time,,,
,"Church et al. (2005b), doi:10.1128/Aem.71.9.5362-5370.2005",qPCR,2002-12-14,22.75,-158.00,25,57.0040,0.3,17.101 ,1490.1444,0.0002,1.1082,0.02,,,0.3202,Rhizosolenia,601.9045,0.01,,,,6.0190,23.440,,,,,,,10am local time,,,
,"Church et al. (2005b), doi:10.1128/Aem.71.9.5362-5370.2005",qPCR,2002-12-14,22.75,-158.00,25,59.1090,0.3,17.733 ,120.6049,0.0002,0.8702,0.02,,,0.0415,Rhizosolenia,57.0040,0.01,,,,0.5700,18.344,,,,,,,2pm local time,,,
,"Church et al. (2005b), doi:10.1128/Aem.71.9.5362-5370.2005",qPCR,2002-12-14,22.75,-158.00,25,1.6315,0.3,0.489 ,74.3689,0.0002,67.5144,0.02,,,1.3652,Rhizosolenia,1.2207,0.01,,,,0.0122,1.867,,,,,,,6pm local time,,,
,"Church et al. (2005b), doi:10.1128/Aem.71.9.5362-5370.2005",qPCR,2002-12-14,22.75,-158.00,25,10.7522,0.3,3.226 ,32.6916,0.0002,104.3212,0.02,,,2.0930,Rhizosolenia,0.7348,0.01,,,,0.0073,5.326,,,,,,,10pm local time,,,
,"Church et al. (2005b), doi:10.1128/Aem.71.9.5362-5370.2005",qPCR,2002-12-15,22.75,-158.00,25,6.0190,0.3,1.806 ,249.0723,0.0002,9.7612,0.02,,,0.2450,Rhizosolenia,1.0559,0.01,,,,0.0106,2.061,,,,,,,4am local time,,,
,"Church et al. (2005b), doi:10.1128/Aem.71.9.5362-5370.2005",qPCR,2002-12-15,22.75,-158.00,25,804.4736,0.3,241.342 ,687.4963,0.0002,1.3446,0.02,,,0.1644,Rhizosolenia,0.1661,0.01,,,,0.0017,241.508,,,,,,,6am local time,,,
,"Fong et al. (2008), doi:10.1038/ismej.2008.22",qPCR,2005-07-26,22.37,-157.50,5,661.9624,0.3,198.589 ,1.9201,0.0002,6.0140,0.02,,,0.1207,Hemiaulus ,19018.0799,0.01,,,,190.1808,388.890,,,,,,,,,,
,"Fong et al. (2008), doi:10.1038/ismej.2008.22",qPCR,2005-07-26,22.45,-157.65,5,97.6300,0.3,29.289 ,17.0314,0.0002,1.5179,0.02,,,0.0338,Hemiaulus ,88.2741,0.01,,,,0.8827,30.206,,,,,,,,,,
,"Fong et al. (2008), doi:10.1038/ismej.2008.22",qPCR,2005-07-26,22.55,-157.80,5,197.6211,0.3,59.286 ,578.7620,0.0002,1.3725,0.02,,,0.1432,Hemiaulus ,7427.3405,0.01,,,,74.2734,133.703,,,,,,,,,,
,"Fong et al. (2008), doi:10.1038/ismej.2008.22",qPCR,2005-07-26,22.58,-157.88,5,211.3489,0.3,63.405 ,7.3564,0.0002,4.9166,0.02,,,0.0998,Hemiaulus ,3924.1898,0.01,,,,39.2419,102.746,,,,,,,,,,
,"Fong et al. (2008), doi:10.1038/ismej.2008.22",qPCR,2005-07-26,22.63,-157.95,5,285.9236,0.3,85.777 ,11.7715,0.0002,10.6435,0.02,,,0.2152,Hemiaulus ,3669.3010,0.01,,,,36.6930,122.685,,,,,,,,,,
,"Fong et al. (2008), doi:10.1038/ismej.2008.22",qPCR,2005-07-26,22.68,-158.05,5,473.1513,0.3,141.945 ,57.0493,0.0002,21.5443,0.02,,,0.4423,Hemiaulus ,8214.5416,0.01,,,,82.1454,224.533,,,,,,,,,,
,"Fong et al. (2008), doi:10.1038/ismej.2008.22",qPCR,2005-07-26,22.75,-158.15,5,1.0491,0.3,0.315 ,374.0388,0.0002,0.3831,0.02,,,0.0825,Hemiaulus ,123.4999,0.01,,,,1.2350,1.632,,,,,,,,,,
,"Fong et al. (2008), doi:10.1038/ismej.2008.22",qPCR,2005-07-26,22.83,-158.30,5,97.6300,0.3,29.289 ,45.0990,0.0002,15.9251,0.02,,,0.3275,Hemiaulus ,151.0660,0.01,,,,1.5107,31.127,,,,,,,,,,
"Foster, R.A., Max Planck Institute for Marine Microbiology, rfoster@mpi-bremen.de","Foster et al. (2007), doi:10.4319/lo.2007.52.2.0517",qPCR,2003-04-24,7.14,-51.49,70,0.3900,0.3,0.117 ,0.9700,0.0002,2.3000,0.02,0.5600,0.01,0.0518,"Hemiaulus,Rhizosolenia",0.1470,0.01,,,,0.0015,0.170,27.50,36.10,,,,,,,,
"Foster, R.A., Max Planck Institute for Marine Microbiology, rfoster@mpi-bremen.de","Foster et al. (2007), doi:10.4319/lo.2007.52.2.0517",qPCR,2003-04-24,7.14,-51.49,60,1.6000,0.3,0.480 ,0.4100,0.0002,2.5000,0.02,0.0000,0.01,0.0501,"Hemiaulus,Rhizosolenia",0.1540,0.01,,,,0.0015,0.532,27.80,36.00,,,,,,,,
"Foster, R.A., Max Planck Institute for Marine Microbiology, rfoster@mpi-bremen.de","Foster et al. (2007), doi:10.4319/lo.2007.52.2.0517",qPCR,2003-04-24,7.14,-51.49,50,1.3000,0.3,0.390 ,1.4000,0.0002,1.4000,0.02,0.0860,0.01,0.0291,"Hemiaulus,Rhizosolenia",0.2870,0.01,,,,0.0029,0.422,28.20,35.80,,,,,,,,
"Foster, R.A., Max Planck Institute for Marine Microbiology, rfoster@mpi-bremen.de","Foster et al. (2007), doi:10.4319/lo.2007.52.2.0517",qPCR,2003-04-24,7.14,-51.49,30,93.0000,0.3,27.900 ,6.5000,0.0002,1.0000,0.02,54.0000,0.01,0.5613,"Hemiaulus,Rhizosolenia",18.4000,0.01,,,,0.1840,28.645,28.20,35.70,,,,,,,,
"Foster, R.A., Max Planck Institute for Marine Microbiology, rfoster@mpi-bremen.de","Foster et al. (2007), doi:10.4319/lo.2007.52.2.0517",qPCR,2003-04-24,7.14,-51.49,20,130.0000,0.3,39.000 ,5.2000,0.0002,9.1000,0.02,110.0000,0.01,1.2830,"Hemiaulus,Rhizosolenia",32.2000,0.01,,,,0.3220,40.605,28.20,35.40,,,,,,,,
"Foster, R.A., Max Planck Institute for Marine Microbiology, rfoster@mpi-bremen.de","Foster et al. (2007), doi:10.4319/lo.2007.52.2.0517",qPCR,2003-04-24,7.14,-51.49,10,51.0000,0.3,15.300 ,1.7000,0.0002,9.7000,0.02,86.0000,0.01,1.0543,"Hemiaulus,Rhizosolenia",44.4000,0.01,,,,0.4440,16.798,28.20,35.10,,,,,,,,
"Foster, R.A., Max Planck Institute for Marine Microbiology, rfoster@mpi-bremen.de","Foster et al. (2007), doi:10.4319/lo.2007.52.2.0517",qPCR,2003-04-26,10.20,-54.62,60,0.4600,0.3,0.138 ,0.0100,0.0002,0.1900,0.02,0.0100,0.01,0.0039,"Hemiaulus,Rhizosolenia",22.0000,0.01,,,,0.2200,0.362,26.90,36.10,,,,,,,,
"Foster, R.A., Max Planck Institute for Marine Microbiology, rfoster@mpi-bremen.de","Foster et al. (2007), doi:10.4319/lo.2007.52.2.0517",qPCR,2003-04-26,10.20,-54.62,40,0.1300,0.3,0.039 ,0.2100,0.0002,0.5500,0.02,0.0100,0.01,0.0111,"Hemiaulus,Rhizosolenia",48.0540,0.01,,,,0.4805,0.531,27.30,35.70,,,,,,,,
"Foster, R.A., Max Planck Institute for Marine Microbiology, rfoster@mpi-bremen.de","Foster et al. (2007), doi:10.4319/lo.2007.52.2.0517",qPCR,2003-04-26,10.20,-54.62,30,0.2000,0.3,0.060 ,0.0550,0.0002,0.3500,0.02,0.0100,0.01,0.0071,"Hemiaulus,Rhizosolenia",62.0950,0.01,,,,0.6210,0.688,27.50,35.20,,,,,,,,
"Foster, R.A., Max Planck Institute for Marine Microbiology, rfoster@mpi-bremen.de","Foster et al. (2007), doi:10.4319/lo.2007.52.2.0517",qPCR,2003-04-26,10.20,-54.62,20,3.8000,0.3,1.140 ,0.0100,0.0002,1.8000,0.02,1.4000,0.01,0.0500,"Hemiaulus,Rhizosolenia",1.3700,0.01,,,,0.0137,1.204,27.60,35.10,,,,,,,,
"Foster, R.A., Max Planck Institute for Marine Microbiology, rfoster@mpi-bremen.de","Foster et al. (2007), doi:10.4319/lo.2007.52.2.0517",qPCR,2003-04-26,10.20,-54.62,10,39.0000,0.3,11.700 ,0.1100,0.0002,2.2000,0.02,5.8000,0.01,0.1020,"Hemiaulus,Rhizosolenia",11000.5200,0.01,,,,110.0052,121.807,27.70,35.00,,,,,,,,
"Foster, R.A., Max Planck Institute for Marine Microbiology, rfoster@mpi-bremen.de","Foster et al. (2007), doi:10.4319/lo.2007.52.2.0517",qPCR,2003-04-26,10.20,-54.62,0,17.0000,0.3,5.100 ,0.0120,0.0002,4.9000,0.02,8.9000,0.01,0.1870,"Hemiaulus,Rhizosolenia",6500.8400,0.01,,,,65.0084,70.295,27.70,34.90,,,,,,,,
"Foster, R.A., Max Planck Institute for Marine Microbiology, rfoster@mpi-bremen.de","Foster et al. (2007), doi:10.4319/lo.2007.52.2.0517",qPCR,2003-05-01,11.45,-55.56,90,0.0000,0.3,0.000 ,0.0270,0.0002,0.0100,0.02,0.4600,0.01,0.0048,Hemiaulus,7.0000,0.01,,,,0.0700,0.075,25.80,36.20,,,,,,,,
"Foster, R.A., Max Planck Institute for Marine Microbiology, rfoster@mpi-bremen.de","Foster et al. (2007), doi:10.4319/lo.2007.52.2.0517",qPCR,2003-05-01,11.45,-55.56,75,0.0000,0.3,0.000 ,0.4800,0.0002,0.0100,0.02,2.3000,0.01,0.0233,"Hemiaulus,Rhizosolenia",61.0000,0.01,,,,0.6100,0.633,26.00,36.10,,,,,,,,
"Foster, R.A., Max Planck Institute for Marine Microbiology, rfoster@mpi-bremen.de","Foster et al. (2007), doi:10.4319/lo.2007.52.2.0517",qPCR,2003-05-01,11.45,-55.56,50,0.0000,0.3,0.000 ,0.0000,0.0002,0.0100,0.02,0.1300,0.01,0.0015,"Hemiaulus,Rhizosolenia",140.0000,0.01,,,,1.4000,1.402,26.80,36.00,,,,,,,,
"Foster, R.A., Max Planck Institute for Marine Microbiology, rfoster@mpi-bremen.de","Foster et al. (2007), doi:10.4319/lo.2007.52.2.0517",qPCR,2003-05-01,11.45,-55.56,30,1.3000,0.3,0.390 ,3.3000,0.0002,2.5000,0.02,2.0000,0.01,0.0707,"Hemiaulus,Rhizosolenia",146.0000,0.01,,,,1.4600,1.921,27.70,34.60,,,,,,,,
"Foster, R.A., Max Planck Institute for Marine Microbiology, rfoster@mpi-bremen.de","Foster et al. (2007), doi:10.4319/lo.2007.52.2.0517",qPCR,2003-05-01,11.45,-55.56,13,0.0930,0.3,0.028 ,2.6000,0.0002,0.0000,0.02,0.4100,0.01,0.0046,Hemiaulus,130.0000,0.01,,,,1.3000,1.333,27.70,34.60,,,,,,,,
"Foster, R.A., Max Planck Institute for Marine Microbiology, rfoster@mpi-bremen.de","Foster et al. (2007), doi:10.4319/lo.2007.52.2.0517",qPCR,2003-05-04,7.77,-54.35,90,0.0000,0.3,0.000 ,0.1600,0.0002,0.0100,0.02,0.0100,0.01,0.0003,Hemiaulus,24.0000,0.01,,,,0.2400,0.240,26.00,36.90,,,,,,,,
"Foster, R.A., Max Planck Institute for Marine Microbiology, rfoster@mpi-bremen.de","Foster et al. (2007), doi:10.4319/lo.2007.52.2.0517",qPCR,2003-05-04,7.77,-54.35,65,0.0740,0.3,0.022 ,1.3000,0.0002,0.3100,0.02,0.0100,0.01,0.0066,"Hemiaulus,Rhizosolenia",19.0000,0.01,,,,0.1900,0.219,27.00,36.20,,,,,,,,
"Foster, R.A., Max Planck Institute for Marine Microbiology, rfoster@mpi-bremen.de","Foster et al. (2007), doi:10.4319/lo.2007.52.2.0517",qPCR,2003-05-04,7.77,-54.35,45,1.9000,0.3,0.570 ,1.1000,0.0002,0.2700,0.02,0.0100,0.01,0.0057,Hemiaulus,35.0000,0.01,,,,0.3500,0.926,26.90,36.20,,,,,,,,
"Foster, R.A., Max Planck Institute for Marine Microbiology, rfoster@mpi-bremen.de","Foster et al. (2007), doi:10.4319/lo.2007.52.2.0517",qPCR,2003-05-04,7.77,-54.35,30,3.8000,0.3,1.140 ,0.0000,0.0002,0.0000,0.02,0.0000,0.01,0.0000,Hemiaulus,24.0000,0.01,,,,0.2400,1.380,26.90,36.10,,,,,,,,
"Foster, R.A., Max Planck Institute for Marine Microbiology, rfoster@mpi-bremen.de","Foster et al. (2007), doi:10.4319/lo.2007.52.2.0517",qPCR,2003-05-04,7.77,-54.35,15,0.0000,0.3,0.000 ,0.7600,0.0002,0.0430,0.02,0.0100,0.01,0.0011,Hemiaulus,720.0000,0.01,,,,7.2000,7.201,27.70,30.40,,,,,,,,
