SOURCE: Data,SOURCE: Related article,METHODS:                  Sampling/Analysis,DATE (yyyy-mm-dd),LATITUDE,LONGITUDE,DEPTH (m),Trichodesmium Colonies (x103 m-3),Trichodesmium Free trichomes (x106 m-3),Trichodesmium Total Trichomes (x106 m-3),Trichodesmium Biomass Conversion factor (mg C/106 trichomes),Trichodesmium Biomass (mg C m-3),UCYN Cells (x106 m-3),UCYN Biomass Conversion factor (mg C/106 cells),UCYN Biomass (mg C m-3),Richelia Associated Species,Richelia Cells (x106 m-3),Richelia Biomass Conversion factor (mg C/106 cells),Calothrix Associated Species,Calothrix Cells  (x106 m-3),Calothrix Biomass Conversion factor (mg C/106 cells),Heterocyst (Richelia & Calotrhix) Biomass (mg C m-3),Total Diazotrophic Biomass (mg C m-3),Temperature (˚C),Salinity (PSU),Nitrate (µM),Phosphate (µM),Fe (nM),Chlorophyll  (mg m-3),Notes
,"Goering et al. (1966), Limnol. Oceanogr., 11:614-620",Standard Light Microscopy,1964-11-22,9.33,-51.25,25,,,,,28.393,,,,,,,,,,,28.393,,34.69,,,,,"Trichodesmium biomass is given in µg N L-1, converted to µg C L-1 by assuming molar C:N=106:16"
,"Goering et al. (1966), Limnol. Oceanogr., 11:614-620",Standard Light Microscopy,1964-11-23,9.67,-52.52,0,,,,,22.714,,,,,,,,,,,22.714,,32.62,,,,,"Trichodesmium biomass is given in µg N L-1, converted to µg C L-1 by assuming molar C:N=106:16"
,"Goering et al. (1966), Limnol. Oceanogr., 11:614-620",Standard Light Microscopy,1964-11-23,9.67,-52.52,15,,,,,22.714,,,,,,,,,,,22.714,,33.58,,,,,"Trichodesmium biomass is given in µg N L-1, converted to µg C L-1 by assuming molar C:N=106:16"
,"Goering et al. (1966), Limnol. Oceanogr., 11:614-620",Standard Light Microscopy,1964-11-23,9.67,-52.52,30,,,,,22.714,,,,,,,,,,,22.714,,35.99,,,,,"Trichodesmium biomass is given in µg N L-1, converted to µg C L-1 by assuming molar C:N=106:16"
,"Goering et al. (1966), Limnol. Oceanogr., 11:614-620",Standard Light Microscopy,1964-11-23,9.67,-52.52,0,,,,,1328.786,,,,,,,,,,,1328.786,,32.62,,,,,"Trichodesmium biomass is given in µg N L-1, converted to µg C L-1 by assuming molar C:N=106:16"
,"Goering et al. (1966), Limnol. Oceanogr., 11:614-620",Standard Light Microscopy,1964-11-25,7.15,-56.20,0,,,,,22.714,,,,,,,,,,,22.714,,35.54,,,,,"Trichodesmium biomass is given in µg N L-1, converted to µg C L-1 by assuming molar C:N=106:16"
,"Goering et al. (1966), Limnol. Oceanogr., 11:614-620",Standard Light Microscopy,1964-11-27,11.60,-57.35,0,,,,,22.714,,,,,,,,,,,22.714,,35.43,,,,,"Trichodesmium biomass is given in µg N L-1, converted to µg C L-1 by assuming molar C:N=106:16"
,"Goering et al. (1966), Limnol. Oceanogr., 11:614-620",Standard Light Microscopy,1964-11-27,11.60,-57.35,15,,,,,39.750,,,,,,,,,,,39.750,,35.43,,,,,"Trichodesmium biomass is given in µg N L-1, converted to µg C L-1 by assuming molar C:N=106:16"
,"Goering et al. (1966), Limnol. Oceanogr., 11:614-620",Standard Light Microscopy,1964-12-02,13.33,-60.50,15,,,,,17.036,,,,,,,,,,,17.036,,35.30,,,,,"Trichodesmium biomass is given in µg N L-1, converted to µg C L-1 by assuming molar C:N=106:16"
,"Goering et al. (1966), Limnol. Oceanogr., 11:614-620",Standard Light Microscopy,1964-12-02,13.43,-61.28,0,,,,,28.393,,,,,,,,,,,28.393,,35.42,,,,,"Trichodesmium biomass is given in µg N L-1, converted to µg C L-1 by assuming molar C:N=106:16"
,"Goering et al. (1966), Limnol. Oceanogr., 11:614-620",Standard Light Microscopy,1964-12-02,13.43,-61.28,15,,,,,28.393,,,,,,,,,,,28.393,,35.45,,,,,"Trichodesmium biomass is given in µg N L-1, converted to µg C L-1 by assuming molar C:N=106:16"
,"Goering et al. (1966), Limnol. Oceanogr., 11:614-620",Standard Light Microscopy,1964-12-02,13.43,-61.28,30,,,,,39.750,,,,,,,,,,,39.750,,35.56,,,,,"Trichodesmium biomass is given in µg N L-1, converted to µg C L-1 by assuming molar C:N=106:16"
,"Goering et al. (1966), Limnol. Oceanogr., 11:614-620",Standard Light Microscopy,1964-12-03,13.38,-63.63,0,,,,,62.464,,,,,,,,,,,62.464,,35.39,,,,,"Trichodesmium biomass is given in µg N L-1, converted to µg C L-1 by assuming molar C:N=106:16"
,"Goering et al. (1966), Limnol. Oceanogr., 11:614-620",Standard Light Microscopy,1964-12-03,13.38,-63.63,15,,,,,17.036,,,,,,,,,,,17.036,,35.41,,,,,"Trichodesmium biomass is given in µg N L-1, converted to µg C L-1 by assuming molar C:N=106:16"
,"Goering et al. (1966), Limnol. Oceanogr., 11:614-620",Standard Light Microscopy,1964-12-03,13.38,-63.63,30,,,,,28.393,,,,,,,,,,,28.393,,35.60,,,,,"Trichodesmium biomass is given in µg N L-1, converted to µg C L-1 by assuming molar C:N=106:16"
,"Goering et al. (1966), Limnol. Oceanogr., 11:614-620",Standard Light Microscopy,1964-12-04,13.60,-65.83,15,,,,,22.714,,,,,,,,,,,22.714,,35.17,,,,,"Trichodesmium biomass is given in µg N L-1, converted to µg C L-1 by assuming molar C:N=106:16"
,"Goering et al. (1966), Limnol. Oceanogr., 11:614-620",Standard Light Microscopy,1964-12-08,14.68,-65.00,0,,,,,96.536,,,,,,,,,,,96.536,,34.84,,,,,"Trichodesmium biomass is given in µg N L-1, converted to µg C L-1 by assuming molar C:N=106:16"
,"Goering et al. (1966), Limnol. Oceanogr., 11:614-620",Standard Light Microscopy,1964-12-08,14.68,-65.00,15,,,,,28.393,,,,,,,,,,,28.393,,34.85,,,,,"Trichodesmium biomass is given in µg N L-1, converted to µg C L-1 by assuming molar C:N=106:16"
,"Goering et al. (1966), Limnol. Oceanogr., 11:614-620",Standard Light Microscopy,1964-12-08,14.68,-65.00,30,,,,,34.071,,,,,,,,,,,34.071,,34.93,,,,,"Trichodesmium biomass is given in µg N L-1, converted to µg C L-1 by assuming molar C:N=106:16"
,"Goering et al. (1966), Limnol. Oceanogr., 11:614-620",Standard Light Microscopy,1964-12-09,16.95,-64.97,15,,,,,11.357,,,,,,,,,,,11.357,,35.09,,,,,"Trichodesmium biomass is given in µg N L-1, converted to µg C L-1 by assuming molar C:N=106:16"
,"Goering et al. (1966), Limnol. Oceanogr., 11:614-620",Standard Light Microscopy,1965-05-23,20.22,-60.12,0,,,,,11.357,,,,,,,,,,,11.357,,36.15,,,,,"Trichodesmium biomass is given in µg N L-1, converted to µg C L-1 by assuming molar C:N=106:16"
,"Goering et al. (1966), Limnol. Oceanogr., 11:614-620",Standard Light Microscopy,1965-05-24,16.75,-59.77,0,,,,,11.357,,,,,,,,,,,11.357,,35.57,,,,,"Trichodesmium biomass is given in µg N L-1, converted to µg C L-1 by assuming molar C:N=106:16"
,"Goering et al. (1966), Limnol. Oceanogr., 11:614-620",Standard Light Microscopy,1965-05-26,14.60,-58.58,0,,,,,5.679,,,,,,,,,,,5.679,,35.51,,,,,"Trichodesmium biomass is given in µg N L-1, converted to µg C L-1 by assuming molar C:N=106:16"
,"Goering et al. (1966), Limnol. Oceanogr., 11:614-620",Standard Light Microscopy,1965-05-27,16.92,-56.33,0,,,,,11.357,,,,,,,,,,,11.357,,35.88,,,,,"Trichodesmium biomass is given in µg N L-1, converted to µg C L-1 by assuming molar C:N=106:16"
,"Goering et al. (1966), Limnol. Oceanogr., 11:614-620",Standard Light Microscopy,1965-05-29,16.78,-52.27,0,,,,,11.357,,,,,,,,,,,11.357,,36.68,,,,,"Trichodesmium biomass is given in µg N L-1, converted to µg C L-1 by assuming molar C:N=106:16"
,"Goering et al. (1966), Limnol. Oceanogr., 11:614-620",Standard Light Microscopy,1965-05-31,12.18,-49.15,0,,,,,11.357,,,,,,,,,,,11.357,,35.13,,,,,"Trichodesmium biomass is given in µg N L-1, converted to µg C L-1 by assuming molar C:N=106:16"
,"Goering et al. (1966), Limnol. Oceanogr., 11:614-620",Standard Light Microscopy,1965-06-01,10.17,-51.87,0,,,,,5.679,,,,,,,,,,,5.679,,24.85,,,,,"Trichodesmium biomass is given in µg N L-1, converted to µg C L-1 by assuming molar C:N=106:16"
,"Goering et al. (1966), Limnol. Oceanogr., 11:614-620",Standard Light Microscopy,1965-06-07,7.15,-51.42,0,,,,,22.714,,,,,,,,,,,22.714,,35.10,,,,,"Trichodesmium biomass is given in µg N L-1, converted to µg C L-1 by assuming molar C:N=106:16"
,"Goering et al. (1966), Limnol. Oceanogr., 11:614-620",Standard Light Microscopy,1965-06-09,9.35,-51.72,0,,,,,22.714,,,,,,,,,,,22.714,,35.00,,,,,"Trichodesmium biomass is given in µg N L-1, converted to µg C L-1 by assuming molar C:N=106:16"
,"Goering et al. (1966), Limnol. Oceanogr., 11:614-620",Standard Light Microscopy,1965-06-09,9.35,-51.72,0,,,,,124.929,,,,,,,,,,,124.929,,35.00,,,,,"Trichodesmium biomass is given in µg N L-1, converted to µg C L-1 by assuming molar C:N=106:16"
,"Goering et al. (1966), Limnol. Oceanogr., 11:614-620",Standard Light Microscopy,1965-06-09,9.35,-51.72,0,,,,,17.036,,,,,,,,,,,17.036,,35.00,,,,,"Trichodesmium biomass is given in µg N L-1, converted to µg C L-1 by assuming molar C:N=106:16"
,"Goering et al. (1966), Limnol. Oceanogr., 11:614-620",Standard Light Microscopy,1965-06-10,11.78,-54.90,0,,,,,79.500,,,,,,,,,,,79.500,,31.97,,,,,"Trichodesmium biomass is given in µg N L-1, converted to µg C L-1 by assuming molar C:N=106:16"
,"Goering et al. (1966), Limnol. Oceanogr., 11:614-620",Standard Light Microscopy,1965-06-10,11.78,-54.90,0,,,,,11.357,,,,,,,,,,,11.357,,31.97,,,,,"Trichodesmium biomass is given in µg N L-1, converted to µg C L-1 by assuming molar C:N=106:16"
,"Goering et al. (1966), Limnol. Oceanogr., 11:614-620",Standard Light Microscopy,1965-06-10,11.78,-54.90,0,,,,,5.679,,,,,,,,,,,5.679,,31.97,,,,,"Trichodesmium biomass is given in µg N L-1, converted to µg C L-1 by assuming molar C:N=106:16"
,"Goering et al. (1966), Limnol. Oceanogr., 11:614-620",Standard Light Microscopy,1965-06-10,11.78,-54.90,0,,,,,141.964,,,,,,,,,,,141.964,,31.97,,,,,"Trichodesmium biomass is given in µg N L-1, converted to µg C L-1 by assuming molar C:N=106:16"
"Gómez, F., Universidad de Valencia, Spain, fernando.gomez@fitoplancton.com","Gómez et al (2005), doi:10.1093/plankt/fbi007",Standard Light Microscopy,2002-05-13,34.33,138.00,5,,,,,,,,,,0.0000,0.01,,,,0.0000,0.000,,,,,,,"Richelia counts are derived from host diatom cell counts: assuming each host Chaetoceros contains 0.5 Richelia trichomes, each Hemiaulus contains 2 Richelia trichomes and each Rhizosolenia contains 5 Richelia trichomes. Also assumes each Richelia trichome contains 5 cells."
"Gómez, F., Universidad de Valencia, Spain, fernando.gomez@fitoplancton.com","Gómez et al (2005), doi:10.1093/plankt/fbi007",Standard Light Microscopy,2002-05-13,34.33,138.00,10,,,,,,,,,,0.0000,0.01,,,,0.0000,0.000,,,,,,,"Richelia counts are derived from host diatom cell counts: assuming each host Chaetoceros contains 0.5 Richelia trichomes, each Hemiaulus contains 2 Richelia trichomes and each Rhizosolenia contains 5 Richelia trichomes. Also assumes each Richelia trichome contains 5 cells."
"Gómez, F., Universidad de Valencia, Spain, fernando.gomez@fitoplancton.com","Gómez et al (2005), doi:10.1093/plankt/fbi007",Standard Light Microscopy,2002-05-13,34.33,138.00,20,,,,,,,,,,0.0000,0.01,,,,0.0000,0.000,,,,,,,"Richelia counts are derived from host diatom cell counts: assuming each host Chaetoceros contains 0.5 Richelia trichomes, each Hemiaulus contains 2 Richelia trichomes and each Rhizosolenia contains 5 Richelia trichomes. Also assumes each Richelia trichome contains 5 cells."
"Gómez, F., Universidad de Valencia, Spain, fernando.gomez@fitoplancton.com","Gómez et al (2005), doi:10.1093/plankt/fbi007",Standard Light Microscopy,2002-05-13,34.33,138.00,30,,,,,,,,,,0.0000,0.01,,,,0.0000,0.000,,,,,,,"Richelia counts are derived from host diatom cell counts: assuming each host Chaetoceros contains 0.5 Richelia trichomes, each Hemiaulus contains 2 Richelia trichomes and each Rhizosolenia contains 5 Richelia trichomes. Also assumes each Richelia trichome contains 5 cells."
"Gómez, F., Universidad de Valencia, Spain, fernando.gomez@fitoplancton.com","Gómez et al (2005), doi:10.1093/plankt/fbi007",Standard Light Microscopy,2002-05-13,34.33,138.00,40,,,,,,,,,,0.0000,0.01,,,,0.0000,0.000,,,,,,,"Richelia counts are derived from host diatom cell counts: assuming each host Chaetoceros contains 0.5 Richelia trichomes, each Hemiaulus contains 2 Richelia trichomes and each Rhizosolenia contains 5 Richelia trichomes. Also assumes each Richelia trichome contains 5 cells."
"Gómez, F., Universidad de Valencia, Spain, fernando.gomez@fitoplancton.com","Gómez et al (2005), doi:10.1093/plankt/fbi007",Standard Light Microscopy,2002-05-13,34.33,138.00,50,,,,,,,,,,0.0000,0.01,,,,0.0000,0.000,,,,,,,"Richelia counts are derived from host diatom cell counts: assuming each host Chaetoceros contains 0.5 Richelia trichomes, each Hemiaulus contains 2 Richelia trichomes and each Rhizosolenia contains 5 Richelia trichomes. Also assumes each Richelia trichome contains 5 cells."
"Gómez, F., Universidad de Valencia, Spain, fernando.gomez@fitoplancton.com","Gómez et al (2005), doi:10.1093/plankt/fbi007",Standard Light Microscopy,2002-05-13,34.33,138.00,60,,,,,,,,,,0.0000,0.01,,,,0.0000,0.000,,,,,,,"Richelia counts are derived from host diatom cell counts: assuming each host Chaetoceros contains 0.5 Richelia trichomes, each Hemiaulus contains 2 Richelia trichomes and each Rhizosolenia contains 5 Richelia trichomes. Also assumes each Richelia trichome contains 5 cells."
"Gómez, F., Universidad de Valencia, Spain, fernando.gomez@fitoplancton.com","Gómez et al (2005), doi:10.1093/plankt/fbi007",Standard Light Microscopy,2002-05-13,34.33,138.00,70,,,,,,,,,,0.0000,0.01,,,,0.0000,0.000,,,,,,,"Richelia counts are derived from host diatom cell counts: assuming each host Chaetoceros contains 0.5 Richelia trichomes, each Hemiaulus contains 2 Richelia trichomes and each Rhizosolenia contains 5 Richelia trichomes. Also assumes each Richelia trichome contains 5 cells."
"Gómez, F., Universidad de Valencia, Spain, fernando.gomez@fitoplancton.com","Gómez et al (2005), doi:10.1093/plankt/fbi007",Standard Light Microscopy,2002-05-13,34.33,138.00,80,,,,,,,,,,0.0000,0.01,,,,0.0000,0.000,,,,,,,"Richelia counts are derived from host diatom cell counts: assuming each host Chaetoceros contains 0.5 Richelia trichomes, each Hemiaulus contains 2 Richelia trichomes and each Rhizosolenia contains 5 Richelia trichomes. Also assumes each Richelia trichome contains 5 cells."
"Gómez, F., Universidad de Valencia, Spain, fernando.gomez@fitoplancton.com","Gómez et al (2005), doi:10.1093/plankt/fbi007",Standard Light Microscopy,2002-05-13,34.33,138.00,90,,,,,,,,,Hemiaulus hauckii,0.0500,0.01,,,,0.0005,0.001,,,,,,,"Richelia counts are derived from host diatom cell counts: assuming each host Chaetoceros contains 0.5 Richelia trichomes, each Hemiaulus contains 2 Richelia trichomes and each Rhizosolenia contains 5 Richelia trichomes. Also assumes each Richelia trichome contains 5 cells."
"Gómez, F., Universidad de Valencia, Spain, fernando.gomez@fitoplancton.com","Gómez et al (2005), doi:10.1093/plankt/fbi007",Standard Light Microscopy,2002-05-13,34.33,138.00,100,,,,,,,,,,0.0000,0.01,,,,0.0000,0.000,,,,,,,"Richelia counts are derived from host diatom cell counts: assuming each host Chaetoceros contains 0.5 Richelia trichomes, each Hemiaulus contains 2 Richelia trichomes and each Rhizosolenia contains 5 Richelia trichomes. Also assumes each Richelia trichome contains 5 cells."
"Gómez, F., Universidad de Valencia, Spain, fernando.gomez@fitoplancton.com","Gómez et al (2005), doi:10.1093/plankt/fbi007",Standard Light Microscopy,2002-05-13,34.33,138.00,125,,,,,,,,,,0.0000,0.01,,,,0.0000,0.000,,,,,,,"Richelia counts are derived from host diatom cell counts: assuming each host Chaetoceros contains 0.5 Richelia trichomes, each Hemiaulus contains 2 Richelia trichomes and each Rhizosolenia contains 5 Richelia trichomes. Also assumes each Richelia trichome contains 5 cells."
"Gómez, F., Universidad de Valencia, Spain, fernando.gomez@fitoplancton.com","Gómez et al (2005), doi:10.1093/plankt/fbi007",Standard Light Microscopy,2002-05-13,34.33,138.00,150,,,,,,,,,,0.0000,0.01,,,,0.0000,0.000,,,,,,,"Richelia counts are derived from host diatom cell counts: assuming each host Chaetoceros contains 0.5 Richelia trichomes, each Hemiaulus contains 2 Richelia trichomes and each Rhizosolenia contains 5 Richelia trichomes. Also assumes each Richelia trichome contains 5 cells."
"Gómez, F., Universidad de Valencia, Spain, fernando.gomez@fitoplancton.com","Gómez et al (2005), doi:10.1093/plankt/fbi007",Standard Light Microscopy,2002-05-13,34.33,138.00,175,,,,,,,,,,0.0000,0.01,,,,0.0000,0.000,,,,,,,"Richelia counts are derived from host diatom cell counts: assuming each host Chaetoceros contains 0.5 Richelia trichomes, each Hemiaulus contains 2 Richelia trichomes and each Rhizosolenia contains 5 Richelia trichomes. Also assumes each Richelia trichome contains 5 cells."
"Gómez, F., Universidad de Valencia, Spain, fernando.gomez@fitoplancton.com","Gómez et al (2005), doi:10.1093/plankt/fbi007",Standard Light Microscopy,2002-05-13,34.33,138.00,200,,,,,,,,,,0.0000,0.01,,,,0.0000,0.000,,,,,,,"Richelia counts are derived from host diatom cell counts: assuming each host Chaetoceros contains 0.5 Richelia trichomes, each Hemiaulus contains 2 Richelia trichomes and each Rhizosolenia contains 5 Richelia trichomes. Also assumes each Richelia trichome contains 5 cells."
"Gómez, F., Universidad de Valencia, Spain, fernando.gomez@fitoplancton.com","Gómez et al (2005), doi:10.1093/plankt/fbi007",Standard Light Microscopy,2002-05-14,34.00,138.00,5,,,,,,,,,Rhizosolenia clevei,2.0973,0.01,,,,0.0210,0.021,,,,,,,"Richelia counts are derived from host diatom cell counts: assuming each host Chaetoceros contains 0.5 Richelia trichomes, each Hemiaulus contains 2 Richelia trichomes and each Rhizosolenia contains 5 Richelia trichomes. Also assumes each Richelia trichome contains 5 cells."
"Gómez, F., Universidad de Valencia, Spain, fernando.gomez@fitoplancton.com","Gómez et al (2005), doi:10.1093/plankt/fbi007",Standard Light Microscopy,2002-05-14,34.00,138.00,10,,,,,,,,,Rhizosolenia clevei,1.0684,0.01,,,,0.0107,0.011,,,,,,,"Richelia counts are derived from host diatom cell counts: assuming each host Chaetoceros contains 0.5 Richelia trichomes, each Hemiaulus contains 2 Richelia trichomes and each Rhizosolenia contains 5 Richelia trichomes. Also assumes each Richelia trichome contains 5 cells."
"Gómez, F., Universidad de Valencia, Spain, fernando.gomez@fitoplancton.com","Gómez et al (2005), doi:10.1093/plankt/fbi007",Standard Light Microscopy,2002-05-14,34.00,138.00,30,,,,,,,,,,0.0000,0.01,,,,0.0000,0.000,,,,,,,"Richelia counts are derived from host diatom cell counts: assuming each host Chaetoceros contains 0.5 Richelia trichomes, each Hemiaulus contains 2 Richelia trichomes and each Rhizosolenia contains 5 Richelia trichomes. Also assumes each Richelia trichome contains 5 cells."
"Gómez, F., Universidad de Valencia, Spain, fernando.gomez@fitoplancton.com","Gómez et al (2005), doi:10.1093/plankt/fbi007",Standard Light Microscopy,2002-05-14,34.00,138.00,40,,,,,,,,,Rhizosolenia clevei,2.0973,0.01,,,,0.0210,0.021,,,,,,,"Richelia counts are derived from host diatom cell counts: assuming each host Chaetoceros contains 0.5 Richelia trichomes, each Hemiaulus contains 2 Richelia trichomes and each Rhizosolenia contains 5 Richelia trichomes. Also assumes each Richelia trichome contains 5 cells."
"Gómez, F., Universidad de Valencia, Spain, fernando.gomez@fitoplancton.com","Gómez et al (2005), doi:10.1093/plankt/fbi007",Standard Light Microscopy,2002-05-14,34.00,138.00,50,,,,,,,,,,0.0000,0.01,,,,0.0000,0.000,,,,,,,"Richelia counts are derived from host diatom cell counts: assuming each host Chaetoceros contains 0.5 Richelia trichomes, each Hemiaulus contains 2 Richelia trichomes and each Rhizosolenia contains 5 Richelia trichomes. Also assumes each Richelia trichome contains 5 cells."
"Gómez, F., Universidad de Valencia, Spain, fernando.gomez@fitoplancton.com","Gómez et al (2005), doi:10.1093/plankt/fbi007",Standard Light Microscopy,2002-05-14,34.00,138.00,60,,,,,,,,,Rhizosolenia clevei,1.1250,0.01,,,,0.0113,0.011,,,,,,,"Richelia counts are derived from host diatom cell counts: assuming each host Chaetoceros contains 0.5 Richelia trichomes, each Hemiaulus contains 2 Richelia trichomes and each Rhizosolenia contains 5 Richelia trichomes. Also assumes each Richelia trichome contains 5 cells."
"Gómez, F., Universidad de Valencia, Spain, fernando.gomez@fitoplancton.com","Gómez et al (2005), doi:10.1093/plankt/fbi007",Standard Light Microscopy,2002-05-14,34.00,138.00,70,,,,,,,,,,0.0000,0.01,,,,0.0000,0.000,,,,,,,"Richelia counts are derived from host diatom cell counts: assuming each host Chaetoceros contains 0.5 Richelia trichomes, each Hemiaulus contains 2 Richelia trichomes and each Rhizosolenia contains 5 Richelia trichomes. Also assumes each Richelia trichome contains 5 cells."
"Gómez, F., Universidad de Valencia, Spain, fernando.gomez@fitoplancton.com","Gómez et al (2005), doi:10.1093/plankt/fbi007",Standard Light Microscopy,2002-05-14,34.00,138.00,80,,,,,,,,,,0.0000,0.01,,,,0.0000,0.000,,,,,,,"Richelia counts are derived from host diatom cell counts: assuming each host Chaetoceros contains 0.5 Richelia trichomes, each Hemiaulus contains 2 Richelia trichomes and each Rhizosolenia contains 5 Richelia trichomes. Also assumes each Richelia trichome contains 5 cells."
"Gómez, F., Universidad de Valencia, Spain, fernando.gomez@fitoplancton.com","Gómez et al (2005), doi:10.1093/plankt/fbi007",Standard Light Microscopy,2002-05-14,34.00,138.00,90,,,,,,,,,,0.0000,0.01,,,,0.0000,0.000,,,,,,,"Richelia counts are derived from host diatom cell counts: assuming each host Chaetoceros contains 0.5 Richelia trichomes, each Hemiaulus contains 2 Richelia trichomes and each Rhizosolenia contains 5 Richelia trichomes. Also assumes each Richelia trichome contains 5 cells."
