SOURCE: Related article or authors,METHODS:                  Sampling/Analysis,DATE (yyyy-mm-dd),LATITUDE,LONGITUDE,DEPTH (m),Trichodesmium nifH Gene (x106 copies m-3),UCYN-A1 nifH Gene (x106 copies m-3),UCYN-A2/A3/A4 nifH Gene (x106 copies m-3),Total UCYN-A nifH Gene (x106 copies m-3),UCYN-B nifH Gene (x106 copies m-3),UCYN-C nifH Gene (x106 copies m-3),Richelia Associated Species,Total Richelia (het-1 +het-2) nifH Gene (x106 copies m-3),Richelia  (het-1 or RintRC02) nifH Gene (x106 copies m-3),Richelia  (het-2 or ReuHH01) nifH Gene (x106 copies m-3),Richelia  ( RrhiSC01) nifH Gene (x106 copies m-3),Temperature (˚C),Salinity (PSU),Nitrate (µM),Phosphate (µM),Fe (nM),SiO2 (µM),Chlorophyll  (mg m-3),Notes
,qPCR,2/25/2019,-66.47 ,49.52 ,0.0 ,,n.d.,,n.d.,,,,,,,,,,,,,,,
,qPCR,2/25/2019,-66.47 ,49.52 ,52.1 ,,125.94 ,,125.94 ,,,,,,,,,,,,,,,
,qPCR,2/25/2019,-66.47 ,49.52 ,95.0 ,,n.d.,,n.d.,,,,,,,,,,,,,,,
,qPCR,3/3/2019,-67.66 ,68.96 ,0.0 ,,n.d.,,n.d.,,,,,,,,,,,,,,,
,qPCR,3/3/2019,-67.12 ,68.11 ,0.0 ,,n.d.,,n.d.,,,,,,,,,,,,,,,
,qPCR,3/3/2019,-67.12 ,68.11 ,58.0 ,,n.d.,,n.d.,,,,,,,,,,,,,,,
,qPCR,3/3/2019,-67.12 ,68.11 ,113.3 ,,n.d.,,n.d.,,,,,,,,,,,,,,,
,qPCR,1/13/2019,-69.48 ,39.59 ,0.0 ,,123.85 ,,123.85 ,,,,,,,,,,,,,,,
,qPCR,2/2/2019,-69.22 ,39.65 ,0.0 ,,n.d.,,n.d.,,,,,,,,,,,,,,,
"Lory et al., 2022 doi: 10.1038/s43705-022-00122-7",qPCR,2019 October -December ,-19.34 ,-175.13 ,5.0 ,32000.000 ,,,,270.000 ,,,,,,,,,,,0.49 ,,,
,qPCR,2019 October -December ,-19.35 ,-175.05 ,5.0 ,,,,,,,,,,,,,,,,1.56 ,,,
,qPCR,2019 October -December ,-19.33 ,-174.94 ,5.0 ,8800.000 ,,,,4000.000 ,,,,,,,,,,,0.35 ,,,
,qPCR,2019 October -December ,-19.49 ,-177.03 ,5.0 ,4000.000 ,,,,66.000 ,,,,,,,,,,,0.41 ,,,
,qPCR,2019 October -December ,-20.66 ,-177.81 ,5.0 ,,,,,,,,,,,,,,,,0.24 ,,,
"Reeder et al., 2022 doi: 10.5194/os-18-401-2022",qPCR,2019 September 17 to 28 ,54.40 ,10.20 ,3.0 ,,45200.00 ,,45200.00 ,,,"Rhizosolenia,Hemiaulus",370.000 ,,,,15.00 ,18.74 ,NA,NA,,,,"the heterocyst species is Nodularia, not Richelia. Size is assuming 8 um wide, 6 um long (Laamane et al. 2001, doi: 10.1128/AEM.67.10.4638–4647.2001)"
,qPCR,2019 September 17 to 28 ,54.40 ,10.20 ,5.0 ,,16.70 ,,16.70 ,,,"Rhizosolenia,Hemiaulus",1460.000 ,,,,15.00 ,19.13 ,0.01 ,0.18 ,,,,"the heterocyst species is Nodularia, not Richelia. Size is assuming 8 um wide, 6 um long (Laamane et al. 2001, doi: 10.1128/AEM.67.10.4638–4647.2001)"
,qPCR,2020 September 17 to 28 ,54.40 ,10.20 ,10.0 ,,6050.00 ,,6050.00 ,,,"Rhizosolenia,Hemiaulus",2320.000 ,,,,15.00 ,21.83 ,NA,NA,,,,"the heterocyst species is Nodularia, not Richelia. Size is assuming 8 um wide, 6 um long (Laamane et al. 2001, doi: 10.1128/AEM.67.10.4638–4647.2001)"
,qPCR,2021 September 17 to 28 ,54.50 ,13.30 ,4.0 ,,3300.00 ,,3300.00 ,,,"Rhizosolenia,Hemiaulus",577.000 ,,,,16.00 ,9.20 ,NA,NA,,,,"the heterocyst species is Nodularia, not Richelia. Size is assuming 8 um wide, 6 um long (Laamane et al. 2001, doi: 10.1128/AEM.67.10.4638–4647.2001)"
,qPCR,2022 September 17 to 28 ,54.50 ,13.30 ,6.0 ,,9.98 ,,9.98 ,,,"Rhizosolenia,Hemiaulus",2120.000 ,,,,16.00 ,9.20 ,NA,NA,,,,"the heterocyst species is Nodularia, not Richelia. Size is assuming 8 um wide, 6 um long (Laamane et al. 2001, doi: 10.1128/AEM.67.10.4638–4647.2001)"
,qPCR,2023 September 17 to 28 ,54.50 ,13.30 ,12.0 ,,2170.00 ,,2170.00 ,,,"Rhizosolenia,Hemiaulus",652.000 ,,,,16.00 ,9.48 ,NA,NA,,,,"the heterocyst species is Nodularia, not Richelia. Size is assuming 8 um wide, 6 um long (Laamane et al. 2001, doi: 10.1128/AEM.67.10.4638–4647.2001)"
,qPCR,2024 September 17 to 28 ,55.50 ,15.60 ,5.0 ,,39.10 ,,39.10 ,,,"Rhizosolenia,Hemiaulus",40600.000 ,,,,15.00 ,8.23 ,NA,NA,,,,"REJECTED by Quality Control using Chauvenet’s criterion the heterocyst species is Nodularia, not Richelia. Size is assuming 8 um wide, 6 um long (Laamane et al. 2001, doi: 10.1128/AEM.67.10.4638–4647.2001)"
,qPCR,2025 September 17 to 28 ,55.50 ,15.60 ,10.0 ,,99700.00 ,,99700.00 ,,,"Rhizosolenia,Hemiaulus",34600.000 ,,,,13.00 ,8.27 ,NA,NA,,,,"REJECTED by Quality Control using Chauvenet’s criterion the heterocyst species is Nodularia, not Richelia. Size is assuming 8 um wide, 6 um long (Laamane et al. 2001, doi: 10.1128/AEM.67.10.4638–4647.2001)"
,qPCR,2026 September 17 to 28 ,55.50 ,15.60 ,20.0 ,,8.37 ,,8.37 ,,,"Rhizosolenia,Hemiaulus",4460.000 ,,,,7.00 ,9.72 ,NA,NA,,,,"the heterocyst species is Nodularia, not Richelia. Size is assuming 8 um wide, 6 um long (Laamane et al. 2001, doi: 10.1128/AEM.67.10.4638–4647.2001)"
,qPCR,2027 September 17 to 28 ,55.30 ,16.00 ,7.0 ,,629.00 ,,629.00 ,,,"Rhizosolenia,Hemiaulus",1480.000 ,,,,13.00 ,8.27 ,5.26 ,2.05 ,,,,"the heterocyst species is Nodularia, not Richelia. Size is assuming 8 um wide, 6 um long (Laamane et al. 2001, doi: 10.1128/AEM.67.10.4638–4647.2001)"
,qPCR,2028 September 17 to 28 ,55.30 ,16.00 ,15.0 ,,2.17 ,,2.17 ,,,"Rhizosolenia,Hemiaulus",51.100 ,,,,13.00 ,8.27 ,NA,NA,,,,"the heterocyst species is Nodularia, not Richelia. Size is assuming 8 um wide, 6 um long (Laamane et al. 2001, doi: 10.1128/AEM.67.10.4638–4647.2001)"
,qPCR,2029 September 17 to 28 ,55.30 ,16.00 ,41.0 ,,152.00 ,,152.00 ,,,"Rhizosolenia,Hemiaulus",86.400 ,,,,7.00 ,8.29 ,NA,NA,,,,"the heterocyst species is Nodularia, not Richelia. Size is assuming 8 um wide, 6 um long (Laamane et al. 2001, doi: 10.1128/AEM.67.10.4638–4647.2001)"
,qPCR,2030 September 17 to 28 ,57.40 ,19.40 ,4.0 ,,56.60 ,,56.60 ,,,"Rhizosolenia,Hemiaulus",806.000 ,,,,14.00 ,7.01 ,NA,NA,,,,"the heterocyst species is Nodularia, not Richelia. Size is assuming 8 um wide, 6 um long (Laamane et al. 2001, doi: 10.1128/AEM.67.10.4638–4647.2001)"
,qPCR,2031 September 17 to 28 ,57.40 ,19.40 ,8.0 ,,3.73 ,,3.73 ,,,"Rhizosolenia,Hemiaulus",16000.000 ,,,,14.00 ,7.02 ,NA,NA,,,,"REJECTED by Quality Control using Chauvenet’s criterion the heterocyst species is Nodularia, not Richelia. Size is assuming 8 um wide, 6 um long (Laamane et al. 2001, doi: 10.1128/AEM.67.10.4638–4647.2001)"
,qPCR,2032 September 17 to 28 ,57.40 ,19.40 ,18.0 ,,46.10 ,,46.10 ,,,"Rhizosolenia,Hemiaulus",501.000 ,,,,14.00 ,7.07 ,NA,NA,,,,"the heterocyst species is Nodularia, not Richelia. Size is assuming 8 um wide, 6 um long (Laamane et al. 2001, doi: 10.1128/AEM.67.10.4638–4647.2001)"
"Liu et al., 2020 doi: 10.1016/j.rsma.2020.101106",qPCR,5/13/2014,20.49 ,116.50 ,0.0 ,36.108 ,8.03 ,,8.03 ,119.583 ,,,,,,,,,,,,,,
,qPCR,5/13/2014,20.49 ,116.50 ,50.0 ,9.135 ,8.04 ,,8.04 ,176.167 ,,,,,,,,,,,,,,
,qPCR,5/13/2014,20.49 ,116.50 ,75.0 ,8.240 ,5.96 ,,5.96 ,198.333 ,,,,,,,,,,,,,,
,qPCR,5/13/2014,20.49 ,116.50 ,100.0 ,1.709 ,10.49 ,,10.49 ,191.333 ,,,,,,,,,,,,,,
,qPCR,5/13/2014,20.49 ,117.00 ,0.0 ,36.108 ,3.05 ,,3.05 ,108.967 ,,,,,,,,,,,,,,
data come from author,qPCR,5/13/2014,20.49 ,117.00 ,50.0 ,31.733 ,3.73 ,,3.73 ,189.000 ,,,,,,,,,,,,,,
,qPCR,5/13/2014,20.49 ,117.00 ,75.0 ,36.108 ,4.12 ,,4.12 ,108.967 ,,,,,,,,,,,,,,
,qPCR,5/13/2014,20.49 ,117.00 ,100.0 ,31.733 ,5.78 ,,5.78 ,108.267 ,,,,,,,,,,,,,,
,qPCR,5/13/2014,20.50 ,117.50 ,0.0 ,17.850 ,1.11 ,,1.11 ,43.750 ,,,,,,,,,,,,,,
,qPCR,5/13/2014,20.50 ,117.50 ,50.0 ,0.468 ,2.11 ,,2.11 ,15.517 ,,,,,,,,,,,,,,
,qPCR,5/13/2014,20.50 ,117.50 ,75.0 ,9.841 ,4.11 ,,4.11 ,67.608 ,,,,,,,,,,,,,,
,qPCR,5/13/2014,20.50 ,117.50 ,100.0 ,14.933 ,1.93 ,,1.93 ,102.667 ,,,,,,,,,,,,,,
,qPCR,5/13/2014,20.49 ,118.49 ,0.0 ,23.071 ,0.03 ,,0.03 ,19.075 ,,,,,,,,,,,,,,
,qPCR,5/13/2014,20.49 ,118.49 ,50.0 ,2.940 ,1.23 ,,1.23 ,7.461 ,,,,,,,,,,,,,,
,qPCR,5/13/2014,20.49 ,118.49 ,75.0 ,2.963 ,1.56 ,,1.56 ,113.575 ,,,,,,,,,,,,,,
,qPCR,5/13/2014,20.49 ,118.49 ,100.0 ,1.963 ,3.29 ,,3.29 ,171.500 ,,,,,,,,,,,,,,
,qPCR,5/14/2014,20.52 ,119.52 ,0.0 ,23.071 ,0.24 ,,0.24 ,32.025 ,,,,,,,,,,,,,,
,qPCR,5/14/2014,20.52 ,119.52 ,50.0 ,0.019 ,0.24 ,,0.24 ,16.100 ,,,,,,,,,,,,,,
,qPCR,5/14/2014,20.52 ,119.52 ,75.0 ,0.274 ,2.22 ,,2.22 ,49.992 ,,,,,,,,,,,,,,
,qPCR,5/14/2014,20.52 ,119.52 ,100.0 ,6.020 ,8.76 ,,8.76 ,214.667 ,,,,,,,,,,,,,,
,qPCR,5/14/2014,20.51 ,120.33 ,0.0 ,29.400 ,0.05 ,,0.05 ,58.333 ,,,,,,,,,,,,,,
,qPCR,5/14/2014,20.51 ,120.33 ,50.0 ,22.010 ,3.70 ,,3.70 ,2.788 ,,,,,,,,,,,,,,
,qPCR,5/14/2014,20.51 ,120.33 ,75.0 ,10.010 ,2.70 ,,2.70 ,33.163 ,,,,,,,,,,,,,,
,qPCR,5/14/2014,20.51 ,120.33 ,100.0 ,12.010 ,2.18 ,,2.18 ,54.833 ,,,,,,,,,,,,,,
,qPCR,8/5/2015,20.50 ,116.50 ,0.0 ,13650.000 ,45.63 ,,45.63 ,50.000 ,,,,,,,,,,,,,,
,qPCR,8/5/2015,20.50 ,116.50 ,25.0 ,58.250 ,27.75 ,,27.75 ,34.125 ,,,,,,,,,,,,,,
,qPCR,8/5/2015,20.50 ,116.50 ,50.0 ,84.250 ,7.26 ,,7.26 ,21.625 ,,,,,,,,,,,,,,
,qPCR,8/5/2015,20.50 ,116.50 ,75.0 ,622.500 ,42.75 ,,42.75 ,47.875 ,,,,,,,,,,,,,,
,qPCR,8/5/2015,20.50 ,116.50 ,100.0 ,20.800 ,8.95 ,,8.95 ,34.250 ,,,,,,,,,,,,,,
,qPCR,8/6/2015,20.50 ,117.50 ,0.0 ,144.000 ,4.63 ,,4.63 ,11.563 ,,,,,,,,,,,,,,
,qPCR,8/6/2015,20.50 ,117.50 ,25.0 ,19.000 ,7.94 ,,7.94 ,17.500 ,,,,,,,,,,,,,,
,qPCR,8/6/2015,20.50 ,117.50 ,50.0 ,16.325 ,22.63 ,,22.63 ,25.000 ,,,,,,,,,,,,,,
,qPCR,8/6/2015,20.50 ,117.50 ,75.0 ,4.750 ,4.35 ,,4.35 ,10.650 ,,,,,,,,,,,,,,
,qPCR,8/6/2015,20.50 ,117.50 ,100.0 ,21.500 ,4.49 ,,4.49 ,21.750 ,,,,,,,,,,,,,,
,qPCR,8/11/2015,20.50 ,118.50 ,0.0 ,492.500 ,9.38 ,,9.38 ,18.000 ,,,,,,,,,,,,,,
,qPCR,8/11/2015,20.50 ,118.50 ,25.0 ,218.000 ,9.86 ,,9.86 ,18.250 ,,,,,,,,,,,,,,
,qPCR,8/11/2015,20.50 ,118.50 ,50.0 ,21.700 ,7.28 ,,7.28 ,15.500 ,,,,,,,,,,,,,,
,qPCR,8/11/2015,20.50 ,118.50 ,75.0 ,31.750 ,7.78 ,,7.78 ,20.000 ,,,,,,,,,,,,,,
,qPCR,8/11/2015,20.50 ,118.50 ,100.0 ,50.500 ,3.58 ,,3.58 ,19.250 ,,,,,,,,,,,,,,
,qPCR,8/11/2015,20.50 ,119.50 ,0.0 ,191.750 ,4.53 ,,4.53 ,29.875 ,,,,,,,,,,,,,,
,qPCR,8/11/2015,20.50 ,119.50 ,25.0 ,517.500 ,18.88 ,,18.88 ,18.000 ,,,,,,,,,,,,,,
,qPCR,8/11/2015,20.50 ,119.50 ,50.0 ,1860.000 ,39.00 ,,39.00 ,17.375 ,,,,,,,,,,,,,,
,qPCR,8/11/2015,20.50 ,119.50 ,75.0 ,76.250 ,8.58 ,,8.58 ,12.125 ,,,,,,,,,,,,,,
,qPCR,8/11/2015,20.50 ,119.50 ,100.0 ,22.925 ,92.13 ,,92.13 ,16.250 ,,,,,,,,,,,,,,
,qPCR,8/12/2015,20.50 ,120.50 ,0.0 ,67.750 ,12.23 ,,12.23 ,13.500 ,,,,,,,,,,,,,,
,qPCR,8/12/2015,20.50 ,120.50 ,25.0 ,1757.500 ,8.09 ,,8.09 ,34.625 ,,,,,,,,,,,,,,
,qPCR,8/12/2015,20.50 ,120.50 ,50.0 ,212.500 ,5.23 ,,5.23 ,151.250 ,,,,,,,,,,,,,,
,qPCR,8/12/2015,20.50 ,120.50 ,75.0 ,18.975 ,8.95 ,,8.95 ,32.250 ,,,,,,,,,,,,,,
,qPCR,8/12/2015,20.50 ,120.50 ,100.0 ,27.250 ,12.28 ,,12.28 ,23.500 ,,,,,,,,,,,,,,
Church and Zehr (2020),qPCR,11/29/2004,22.75 ,-158.00 ,5.0 ,30.680 ,16.79 ,,16.79 ,7.717 ,,"Rhizosolenia,Hemiaulus",8.204 ,,,0.03 ,,,,,,,,
"dataset shown in preprint Dugenne et al., 2021 doi:10.1101/2021.06.03.446955",qPCR,11/29/2004,22.75 ,-158.00 ,25.0 ,9.809 ,19.12 ,,19.12 ,5.328 ,,"Rhizosolenia,Hemiaulus",1.881 ,,,BD,,,,,,,,
doi: 10.5281/zenodo.4728253,qPCR,11/29/2004,22.75 ,-158.00 ,45.0 ,27.145 ,143.61 ,,143.61 ,29.190 ,,"Rhizosolenia,Hemiaulus",1.140 ,,,BD,,,,,,,,
,qPCR,11/29/2004,22.75 ,-158.00 ,75.0 ,4.801 ,4.93 ,,4.93 ,19.420 ,,"Rhizosolenia,Hemiaulus",11.011 ,,,0.03 ,,,,,,,,
,qPCR,11/29/2004,22.75 ,-158.00 ,100.0 ,0.135 ,BD,,BD,BD,,"Rhizosolenia,Hemiaulus",BD,,,BD,,,,,,,,
,qPCR,11/29/2004,22.75 ,-158.00 ,125.0 ,BD,0.04 ,,0.04 ,BD,,"Rhizosolenia,Hemiaulus",BD,,,BD,,,,,,,,
,qPCR,11/29/2004,22.75 ,-158.00 ,150.0 ,BD,BD,,BD,BD,,"Rhizosolenia,Hemiaulus",BD,,,BD,,,,,,,,
,qPCR,11/29/2004,22.75 ,-158.00 ,175.0 ,BD,0.10 ,,0.10 ,BD,,"Rhizosolenia,Hemiaulus",BD,,,BD,,,,,,,,
,qPCR,12/22/2004,22.75 ,-158.00 ,5.0 ,4.100 ,194.55 ,,194.55 ,2.699 ,,"Rhizosolenia,Hemiaulus",6.340 ,,,BD,,,,,,,,
,qPCR,12/22/2004,22.75 ,-158.00 ,25.0 ,1.159 ,81.36 ,,81.36 ,1.095 ,,"Rhizosolenia,Hemiaulus",0.468 ,,,BD,,,,,,,,
,qPCR,12/22/2004,22.75 ,-158.00 ,45.0 ,5.026 ,72.20 ,,72.20 ,0.873 ,,"Rhizosolenia,Hemiaulus",2.969 ,,,0.15 ,,,,,,,,
,qPCR,12/22/2004,22.75 ,-158.00 ,75.0 ,5.869 ,57.00 ,,57.00 ,0.953 ,,"Rhizosolenia,Hemiaulus",0.035 ,,,0.10 ,,,,,,,,
,qPCR,12/22/2004,22.75 ,-158.00 ,100.0 ,BD,0.83 ,,0.83 ,0.119 ,,"Rhizosolenia,Hemiaulus",BD,,,0.07 ,,,,,,,,
,qPCR,12/22/2004,22.75 ,-158.00 ,125.0 ,BD,0.10 ,,0.10 ,BD,,"Rhizosolenia,Hemiaulus",0.169 ,,,BD,,,,,,,,
,qPCR,12/22/2004,22.75 ,-158.00 ,150.0 ,BD,0.05 ,,0.05 ,BD,,"Rhizosolenia,Hemiaulus",0.022 ,,,BD,,,,,,,,
,qPCR,12/22/2004,22.75 ,-158.00 ,175.0 ,BD,0.40 ,,0.40 ,BD,,"Rhizosolenia,Hemiaulus",BD,,,BD,,,,,,,,
,qPCR,2/4/2005,22.75 ,-158.00 ,5.0 ,0.048 ,121.91 ,,121.91 ,0.243 ,,"Rhizosolenia,Hemiaulus",0.556 ,,,BD,,,,,,,,
,qPCR,2/4/2005,22.75 ,-158.00 ,25.0 ,2.062 ,122.83 ,,122.83 ,0.332 ,,"Rhizosolenia,Hemiaulus",13.264 ,,,BD,,,,,,,,
,qPCR,2/4/2005,22.75 ,-158.00 ,45.0 ,BD,62.87 ,,62.87 ,0.089 ,,"Rhizosolenia,Hemiaulus",0.099 ,,,BD,,,,,,,,
,qPCR,2/4/2005,22.75 ,-158.00 ,75.0 ,BD,11.61 ,,11.61 ,BD,,"Rhizosolenia,Hemiaulus",1.237 ,,,BD,,,,,,,,
,qPCR,2/4/2005,22.75 ,-158.00 ,100.0 ,BD,0.60 ,,0.60 ,BD,,"Rhizosolenia,Hemiaulus",BD,,,BD,,,,,,,,
,qPCR,2/4/2005,22.75 ,-158.00 ,125.0 ,BD,0.42 ,,0.42 ,BD,,"Rhizosolenia,Hemiaulus",BD,,,BD,,,,,,,,
,qPCR,2/4/2005,22.75 ,-158.00 ,150.0 ,BD,0.15 ,,0.15 ,BD,,"Rhizosolenia,Hemiaulus",BD,,,BD,,,,,,,,
,qPCR,2/4/2005,22.75 ,-158.00 ,175.0 ,BD,0.05 ,,0.05 ,BD,,"Rhizosolenia,Hemiaulus",BD,,,BD,,,,,,,,
,qPCR,3/6/2005,22.75 ,-158.00 ,5.0 ,BD,379.15 ,,379.15 ,16.514 ,,"Rhizosolenia,Hemiaulus",42.599 ,,,0.58 ,,,,,,,,
,qPCR,3/6/2005,22.75 ,-158.00 ,25.0 ,BD,218.05 ,,218.05 ,6.752 ,,"Rhizosolenia,Hemiaulus",5.451 ,,,0.42 ,,,,,,,,
,qPCR,3/6/2005,22.75 ,-158.00 ,45.0 ,BD,409.03 ,,409.03 ,4.364 ,,"Rhizosolenia,Hemiaulus",38.843 ,,,0.49 ,,,,,,,,
,qPCR,3/6/2005,22.75 ,-158.00 ,75.0 ,BD,241.73 ,,241.73 ,0.976 ,,"Rhizosolenia,Hemiaulus",14.323 ,,,0.13 ,,,,,,,,
,qPCR,3/6/2005,22.75 ,-158.00 ,100.0 ,BD,1.44 ,,1.44 ,BD,,"Rhizosolenia,Hemiaulus",3.421 ,,,BD,,,,,,,,
,qPCR,3/6/2005,22.75 ,-158.00 ,125.0 ,BD,BD,,BD,BD,,"Rhizosolenia,Hemiaulus",BD,,,BD,,,,,,,,
,qPCR,3/6/2005,22.75 ,-158.00 ,150.0 ,BD,0.10 ,,0.10 ,BD,,"Rhizosolenia,Hemiaulus",BD,,,BD,,,,,,,,
,qPCR,3/6/2005,22.75 ,-158.00 ,175.0 ,BD,BD,,BD,BD,,"Rhizosolenia,Hemiaulus",BD,,,0.09 ,,,,,,,,
,qPCR,5/21/2005,22.75 ,-158.00 ,5.0 ,0.094 ,193.56 ,,193.56 ,0.442 ,,"Rhizosolenia,Hemiaulus",6.452 ,,,BD,,,,,,,,
,qPCR,5/21/2005,22.75 ,-158.00 ,25.0 ,0.138 ,288.89 ,,288.89 ,3.585 ,,"Rhizosolenia,Hemiaulus",21.015 ,,,0.29 ,,,,,,,,
,qPCR,5/21/2005,22.75 ,-158.00 ,45.0 ,BD,257.34 ,,257.34 ,8.203 ,,"Rhizosolenia,Hemiaulus",0.029 ,,,0.07 ,,,,,,,,
,qPCR,5/21/2005,22.75 ,-158.00 ,75.0 ,3.313 ,256.40 ,,256.40 ,1.653 ,,"Rhizosolenia,Hemiaulus",0.389 ,,,0.03 ,,,,,,,,
,qPCR,5/21/2005,22.75 ,-158.00 ,100.0 ,BD,1.84 ,,1.84 ,BD,,"Rhizosolenia,Hemiaulus",BD,,,0.16 ,,,,,,,,
,qPCR,5/21/2005,22.75 ,-158.00 ,125.0 ,BD,BD,,BD,BD,,"Rhizosolenia,Hemiaulus",BD,,,BD,,,,,,,,
,qPCR,5/21/2005,22.75 ,-158.00 ,150.0 ,BD,1.21 ,,1.21 ,0.314 ,,"Rhizosolenia,Hemiaulus",0.200 ,,,BD,,,,,,,,
,qPCR,5/21/2005,22.75 ,-158.00 ,175.0 ,0.091 ,2.25 ,,2.25 ,BD,,"Rhizosolenia,Hemiaulus",BD,,,BD,,,,,,,,
,qPCR,6/18/2005,22.75 ,-158.00 ,5.0 ,BD,69.23 ,,69.23 ,0.358 ,,"Rhizosolenia,Hemiaulus",9.991 ,,,0.12 ,,,,,,,,
,qPCR,6/18/2005,22.75 ,-158.00 ,25.0 ,1.592 ,58.50 ,,58.50 ,1.414 ,,"Rhizosolenia,Hemiaulus",1.737 ,,,BD,,,,,,,,
,qPCR,6/18/2005,22.75 ,-158.00 ,45.0 ,BD,62.82 ,,62.82 ,2.204 ,,"Rhizosolenia,Hemiaulus",BD,,,BD,,,,,,,,
,qPCR,6/18/2005,22.75 ,-158.00 ,75.0 ,BD,8.78 ,,8.78 ,1.292 ,,"Rhizosolenia,Hemiaulus",BD,,,0.10 ,,,,,,,,
,qPCR,6/18/2005,22.75 ,-158.00 ,100.0 ,BD,1.37 ,,1.37 ,0.093 ,,"Rhizosolenia,Hemiaulus",BD,,,BD,,,,,,,,
,qPCR,6/18/2005,22.75 ,-158.00 ,125.0 ,BD,0.06 ,,0.06 ,BD,,"Rhizosolenia,Hemiaulus",BD,,,0.18 ,,,,,,,,
,qPCR,6/18/2005,22.75 ,-158.00 ,150.0 ,BD,0.66 ,,0.66 ,0.027 ,,"Rhizosolenia,Hemiaulus",0.431 ,,,BD,,,,,,,,
,qPCR,6/18/2005,22.75 ,-158.00 ,175.0 ,BD,BD,,BD,BD,,"Rhizosolenia,Hemiaulus",0.041 ,,,BD,,,,,,,,
,qPCR,7/19/2005,22.75 ,-158.00 ,5.0 ,53.742 ,33.89 ,,33.89 ,3.742 ,,"Rhizosolenia,Hemiaulus",3.823 ,,,0.11 ,,,,,,,,
,qPCR,7/19/2005,22.75 ,-158.00 ,25.0 ,71.889 ,50.24 ,,50.24 ,0.650 ,,"Rhizosolenia,Hemiaulus",9.683 ,,,0.06 ,,,,,,,,
,qPCR,7/19/2005,22.75 ,-158.00 ,45.0 ,67.772 ,65.52 ,,65.52 ,3.369 ,,"Rhizosolenia,Hemiaulus",26.073 ,,,0.54 ,,,,,,,,
,qPCR,7/19/2005,22.75 ,-158.00 ,75.0 ,56.975 ,6.28 ,,6.28 ,11.464 ,,"Rhizosolenia,Hemiaulus",10.117 ,,,BD,,,,,,,,
,qPCR,7/19/2005,22.75 ,-158.00 ,100.0 ,BD,4.45 ,,4.45 ,1.854 ,,"Rhizosolenia,Hemiaulus",23.369 ,,,BD,,,,,,,,
,qPCR,7/19/2005,22.75 ,-158.00 ,125.0 ,0.013 ,BD,,BD,1.774 ,,"Rhizosolenia,Hemiaulus",0.051 ,,,BD,,,,,,,,
,qPCR,7/19/2005,22.75 ,-158.00 ,150.0 ,0.036 ,BD,,BD,0.139 ,,"Rhizosolenia,Hemiaulus",BD,,,BD,,,,,,,,
,qPCR,7/19/2005,22.75 ,-158.00 ,175.0 ,BD,BD,,BD,0.105 ,,"Rhizosolenia,Hemiaulus",BD,,,BD,,,,,,,,
,qPCR,8/16/2005,22.75 ,-158.00 ,5.0 ,66.698 ,5.45 ,,5.45 ,40.440 ,,"Rhizosolenia,Hemiaulus",5.307 ,,,0.56 ,,,,,,,,
,qPCR,8/16/2005,22.75 ,-158.00 ,25.0 ,11.356 ,8.62 ,,8.62 ,95.808 ,,"Rhizosolenia,Hemiaulus",1.218 ,,,BD,,,,,,,,
,qPCR,8/16/2005,22.75 ,-158.00 ,45.0 ,23.268 ,5.13 ,,5.13 ,83.252 ,,"Rhizosolenia,Hemiaulus",1.115 ,,,1.07 ,,,,,,,,
,qPCR,8/16/2005,22.75 ,-158.00 ,75.0 ,119.286 ,1.94 ,,1.94 ,6.430 ,,"Rhizosolenia,Hemiaulus",4.910 ,,,BD,,,,,,,,
,qPCR,8/16/2005,22.75 ,-158.00 ,100.0 ,1.200 ,34.29 ,,34.29 ,2.489 ,,"Rhizosolenia,Hemiaulus",5.225 ,,,BD,,,,,,,,
,qPCR,8/16/2005,22.75 ,-158.00 ,125.0 ,0.124 ,0.14 ,,0.14 ,0.837 ,,"Rhizosolenia,Hemiaulus",4.788 ,,,BD,,,,,,,,
,qPCR,8/16/2005,22.75 ,-158.00 ,150.0 ,BD,0.16 ,,0.16 ,1.225 ,,"Rhizosolenia,Hemiaulus",0.983 ,,,BD,,,,,,,,
,qPCR,8/16/2005,22.75 ,-158.00 ,175.0 ,BD,0.55 ,,0.55 ,1.118 ,,"Rhizosolenia,Hemiaulus",BD,,,BD,,,,,,,,
,qPCR,9/12/2005,22.75 ,-158.00 ,5.0 ,11.652 ,0.35 ,,0.35 ,10.512 ,,"Rhizosolenia,Hemiaulus",271.228 ,,,0.07 ,,,,,,,,
,qPCR,9/12/2005,22.75 ,-158.00 ,25.0 ,14.510 ,0.24 ,,0.24 ,3.865 ,,"Rhizosolenia,Hemiaulus",282.160 ,,,BD,,,,,,,,
,qPCR,9/12/2005,22.75 ,-158.00 ,45.0 ,2.222 ,6.20 ,,6.20 ,2.654 ,,"Rhizosolenia,Hemiaulus",142.204 ,,,0.04 ,,,,,,,,
,qPCR,9/12/2005,22.75 ,-158.00 ,75.0 ,0.290 ,12.68 ,,12.68 ,0.426 ,,"Rhizosolenia,Hemiaulus",11.242 ,,,0.13 ,,,,,,,,
