SOURCE: Related article,SOURCE: Related article,DATE (yyyy-mm-dd),LATITUDE,LONGITUDE,INTEGRAL DEPTH (m),Trichodesmium Colonies (x103 m-2),Trichodesmium Free trichomes (x106 m-2),Trichodesmium Total Trichomes (x106 m-2),UCYN Cells (x106 m-2),Richelia Associated Species,Richelia intracellularis (x106 m-2),Calothrix Associated Species,Calothrix intracellularis  (x106 m-2),Surface Temperature (˚C),Surface Salinity (PSU),Surface Nitrate (µM),Surface Phosphate (µM),Surface Fe (nM),Chlorophyll  (mg m-2),Notes
,Standard Light Microscopy,2003-08-30,28.02,-172.29,150,,,0.000 ,,"Hemiaulus,Rhizosolenia",108.833 ,,,26.76 ,35.53 ,0.03 ,0.23 ,,,Richelia counts are derived from host diatom cell counts: assuming each host  Hemiaulus contains 2 Richelia intracellularis and each Rhizosolenia contains 5 Richelia intracellularis.
,Standard Light Microscopy,2003-08-31,28.00,-174.00,147,,,0.001 ,,"Hemiaulus,Rhizosolenia",194.155 ,,,27.21 ,35.53 ,0.02 ,0.36 ,,,Richelia counts are derived from host diatom cell counts: assuming each host  Hemiaulus contains 2 Richelia intracellularis and each Rhizosolenia contains 5 Richelia intracellularis.
,Standard Light Microscopy,2003-09-01,27.98,-176.93,148,,,0.000 ,,"Hemiaulus,Rhizosolenia",0.432 ,,,26.72 ,35.63 ,0.05 ,0.27 ,,,Richelia counts are derived from host diatom cell counts: assuming each host  Hemiaulus contains 2 Richelia intracellularis and each Rhizosolenia contains 5 Richelia intracellularis.
,Standard Light Microscopy,2003-09-03,28.00,179.48,147,,,0.000 ,,"Hemiaulus,Rhizosolenia",0.046 ,,,26.88 ,35.03 ,0.02 ,0.10 ,,,Richelia counts are derived from host diatom cell counts: assuming each host  Hemiaulus contains 2 Richelia intracellularis and each Rhizosolenia contains 5 Richelia intracellularis.
,Standard Light Microscopy,2003-09-04,27.31,177.44,147,,,0.003 ,,"Hemiaulus,Rhizosolenia",3.081 ,,,27.28 ,35.37 ,0.10 ,0.12 ,,,Richelia counts are derived from host diatom cell counts: assuming each host  Hemiaulus contains 2 Richelia intracellularis and each Rhizosolenia contains 5 Richelia intracellularis.
,Standard Light Microscopy,2003-09-05,27.98,175.43,148,,,0.002 ,,"Hemiaulus,Rhizosolenia",24.853 ,,,27.43 ,35.31 ,0.08 ,0.29 ,,,Richelia counts are derived from host diatom cell counts: assuming each host  Hemiaulus contains 2 Richelia intracellularis and each Rhizosolenia contains 5 Richelia intracellularis.
,Standard Light Microscopy,2003-09-07,26.59,-179.34,148,,,0.000 ,,"Hemiaulus,Rhizosolenia",1.823 ,,,27.43 ,31.11 ,0.18 ,0.23 ,,,Richelia counts are derived from host diatom cell counts: assuming each host  Hemiaulus contains 2 Richelia intracellularis and each Rhizosolenia contains 5 Richelia intracellularis.
,Standard Light Microscopy,2003-09-08,26.50,-175.96,150,,,0.000 ,,"Hemiaulus,Rhizosolenia",79.280 ,,,27.26 ,34.10 ,0.01 ,0.22 ,,,Richelia counts are derived from host diatom cell counts: assuming each host  Hemiaulus contains 2 Richelia intracellularis and each Rhizosolenia contains 5 Richelia intracellularis.
,Standard Light Microscopy,2003-09-09,27.45,-172.97,150,,,0.000 ,,"Hemiaulus,Rhizosolenia",0.998 ,,,26.87 ,22.77 ,0.06 ,0.29 ,,,Richelia counts are derived from host diatom cell counts: assuming each host  Hemiaulus contains 2 Richelia intracellularis and each Rhizosolenia contains 5 Richelia intracellularis.
,Standard Light Microscopy,2003-09-11,27.46,-166.48,150,,,0.200 ,,"Hemiaulus,Rhizosolenia",1.165 ,,,27.01 ,35.53 ,0.04 ,0.24 ,,,Richelia counts are derived from host diatom cell counts: assuming each host  Hemiaulus contains 2 Richelia intracellularis and each Rhizosolenia contains 5 Richelia intracellularis.
,Standard Light Microscopy,2003-09-12,27.47,-162.92,150,,,0.114 ,,"Hemiaulus,Rhizosolenia",0.607 ,,,26.82 ,35.53 ,0.04 ,0.31 ,,,Richelia counts are derived from host diatom cell counts: assuming each host  Hemiaulus contains 2 Richelia intracellularis and each Rhizosolenia contains 5 Richelia intracellularis.
,Standard Light Microscopy,2003-09-13,27.48,-159.66,350,,,0.780 ,,"Hemiaulus,Rhizosolenia",0.384 ,,,26.63 ,29.77 ,0.01 ,0.23 ,,,Richelia counts are derived from host diatom cell counts: assuming each host  Hemiaulus contains 2 Richelia intracellularis and each Rhizosolenia contains 5 Richelia intracellularis.
,Standard Light Microscopy,2003-09-14,27.54,-156.18,150,,,0.283 ,,"Hemiaulus,Rhizosolenia",0.346 ,,,26.30 ,35.43 ,0.12 ,0.22 ,,,Richelia counts are derived from host diatom cell counts: assuming each host  Hemiaulus contains 2 Richelia intracellularis and each Rhizosolenia contains 5 Richelia intracellularis.
"Villareal, T.A., University of Texas at Austin,  t.villareal@mail.utexas.edu ",Epiflourescence Microscopy ,2008-07-04,30.00,-150.00,148,,,,,Hemiaulus,0.906 ,,0.000 ,23.08 ,35.23 ,,,,4.59 ,"Calculated from profiles. Richelia reported as heterocyst density, converted to intracellularis density on 1:1 basis."
,Epiflourescence Microscopy ,2008-07-05,30.00,-146.50,149,,,,,Hemiaulus,2.651 ,,0.000 ,22.85 ,35.40 ,,,,4.64 ,"Calculated from profiles. Richelia reported as heterocyst density, converted to intracellularis density on 1:1 basis."
,Epiflourescence Microscopy ,2008-07-07,32.35,-140.86,149,,,,,Hemiaulus,1.009 ,,0.000 ,21.62 ,34.25 ,,,,6.53 ,"Calculated from profiles. Richelia reported as heterocyst density, converted to intracellularis density on 1:1 basis."
,Epiflourescence Microscopy ,2008-07-08,31.77,-140.47,150,,,,,Hemiaulus,0.578 ,,0.000 ,21.35 ,33.75 ,,,,5.76 ,"Calculated from profiles. Richelia reported as heterocyst density, converted to intracellularis density on 1:1 basis."
,Epiflourescence Microscopy ,2008-07-09,31.77,-140.83,152,,,,,Hemiaulus,2.746 ,,0.000 ,21.95 ,34.42 ,,,,6.28 ,"Calculated from profiles. Richelia reported as heterocyst density, converted to intracellularis density on 1:1 basis."
,Epiflourescence Microscopy ,2008-07-10,31.19,-140.08,151,,,,,Hemiaulus,0.625 ,,0.000 ,21.40 ,34.31 ,,,,4.72 ,"Calculated from profiles. Richelia reported as heterocyst density, converted to intracellularis density on 1:1 basis."
,Epiflourescence Microscopy ,2008-07-12,30.61,-139.70,151,,,,,Hemiaulus,0.289 ,,0.000 ,21.71 ,34.29 ,,,,4.41 ,"Calculated from profiles. Richelia reported as heterocyst density, converted to intracellularis density on 1:1 basis."
,Epiflourescence Microscopy ,2008-07-13,28.75,-141.25,150,,,,,Hemiaulus,2.293 ,,0.000 ,22.59 ,35.18 ,,,,4.74 ,"Calculated from profiles. Richelia reported as heterocyst density, converted to intracellularis density on 1:1 basis."
,Epiflourescence Microscopy ,2008-07-15,32.00,-139.00,151,,,,,Hemiaulus,0.898 ,,0.000 ,21.71 ,34.11 ,,,,4.87 ,"Richelia Calculated from profiles, Calothrix directly reported as 60m depth-integrals. Richelia reported as heterocyst density, converted to intracellularis density on 1:1 basis."
,"Microscope, transmitted light or epifluorescence",2009-07-31,20.50,-153.69,151,,,,,Rhizosolenia,0.060 ,Chaetoceros,2.321 ,,,,,,,"Calculated from profiles. Richelia and Calothrix reported as heterocyst density, converted to intracellularis density on 1:1 basis. Richelia-Hemiaulus measured by epifluorescence microscopy, others measured by transmitted light microscopy"
,"Microscope, transmitted light or epifluorescence",2009-08-02,26.10,-144.70,147,,,,,Rhizosolenia,0.240 ,Chaetoceros,8.678 ,,,,,,4.10 ,"Calculated from profiles. Richelia and Calothrix reported as heterocyst density, converted to intracellularis density on 1:1 basis. Richelia-Hemiaulus measured by epifluorescence microscopy, others measured by transmitted light microscopy. Chlorophyll integrated in 0-60m."
,"Microscope, transmitted light or epifluorescence",2009-08-03,26.10,-144.00,152,,,,,Rhizosolenia,0.208 ,Chaetoceros,7.168 ,,,,,,,"Calculated from profiles. Richelia and Calothrix reported as heterocyst density, converted to intracellularis density on 1:1 basis. Richelia-Hemiaulus measured by epifluorescence microscopy, others measured by transmitted light microscopy"
,"Microscope, transmitted light or epifluorescence",2009-08-04,26.10,-143.30,151,,,,,"Hemiaulus, Rhizosolenia",0.359 ,Chaetoceros,11.760 ,,,,,,3.79 ,"Calculated from profiles. Richelia and Calothrix reported as heterocyst density, converted to intracellularis density on 1:1 basis. Richelia-Hemiaulus measured by epifluorescence microscopy, others measured by transmitted light microscopy. Chlorophyll integrated in 0-60m."
,"Microscope, transmitted light or epifluorescence",2009-08-05,25.50,-143.00,150,,,,,Rhizosolenia,0.166 ,Chaetoceros,5.660 ,,,,,,3.49 ,"Calculated from profiles. Richelia and Calothrix reported as heterocyst density, converted to intracellularis density on 1:1 basis. Richelia-Hemiaulus measured by epifluorescence microscopy, others measured by transmitted light microscopy. Chlorophyll integrated in 0-60m."
,"Microscope, transmitted light or epifluorescence",2009-08-09,23.50,-140.00,301,,,,,Rhizosolenia,0.251 ,Chaetoceros,44.262 ,,,,,,4.49 ,"Calculated from profiles. Richelia and Calothrix reported as heterocyst density, converted to intracellularis density on 1:1 basis. Richelia-Hemiaulus measured by epifluorescence microscopy, others measured by transmitted light microscopy. Chlorophyll integrated in 0-60m."
,"Microscope, transmitted light or epifluorescence",2009-08-13,25.10,-154.70,152,,,,,"Hemiaulus, Rhizosolenia",2.319 ,Chaetoceros,102.873 ,,,,,,26.27 ,"Calculated from profiles. Richelia and Calothrix reported as heterocyst density, converted to intracellularis density on 1:1 basis. Richelia-Hemiaulus measured by epifluorescence microscopy, others measured by transmitted light microscopy. Chlorophyll integrated in 0-60m."
,"Microscope, transmitted light or epifluorescence",2009-08-13,25.18,-154.60,98,,,,,"Hemiaulus, Rhizosolenia",4.061 ,Chaetoceros,144.445 ,,,,,,26.70 ,"Calculated from profiles. Richelia and Calothrix reported as heterocyst density, converted to intracellularis density on 1:1 basis. Richelia-Hemiaulus measured by epifluorescence microscopy, others measured by transmitted light microscopy. Chlorophyll integrated in 0-60m."
"White, A.E., Oregon State University, awhite@coas.oregonstate.edu",Standard Light Microscopy,2005-07-29,27.50,-111.33,27,,,3.443 ,,,0.278 ,,,,,,,,,"Richelia reported as heterocyst density, converted to intracellularis density on 1:1 basis. "
,Standard Light Microscopy,2005-08-03,26.38,-110.73,24,,,0.108 ,,,0.084 ,,,,,,,,,"Richelia reported as heterocyst density, converted to intracellularis density on 1:1 basis. "
,Standard Light Microscopy,2008-07-14,26.50,-110.48,50,10.000 ,0.024 ,2.024 ,,"Hemiaulus membranaceus, Rhizosolenia clevei",0.199 ,,,,,,,,,"Richelia reported as heterocyst density, converted to intracellularis density on 1:1 basis. "
,Standard Light Microscopy,2008-07-16,24.50,-109.00,50,8.000 ,0.182 ,1.782 ,,"Hemiaulus membranaceus, Rhizosolenia clevei, free Richelia",0.607 ,,,,,,,,,"Richelia reported as heterocyst density, converted to intracellularis density on 1:1 basis. "
,Standard Light Microscopy,2008-07-17,24.50,-109.00,25,0.500 ,0.260 ,0.360 ,,"Hemiaulus membranaceus, Rhizosolenia clevei, Rhizosolenia stylaformis, free Richelia",4.699 ,,,,,,,,,"Richelia reported as heterocyst density, converted to intracellularis density on 1:1 basis. "
,Standard Light Microscopy,2008-07-17,23.50,-108.50,15,7.000 ,0.003 ,1.403 ,,"Hemiaulus membranaceus, Rhizosolenia clevei",0.019 ,,,,,,,,,"Richelia reported as heterocyst density, converted to intracellularis density on 1:1 basis. "
,Standard Light Microscopy,2008-07-18,23.50,-108.50,30,3.250 ,0.054 ,0.704 ,,"Hemiaulus membranaceus, Rhizosolenia clevei",0.273 ,,,,,,,,,"Richelia reported as heterocyst density, converted to intracellularis density on 1:1 basis. "
,Standard Light Microscopy,2008-07-20,23.50,-108.50,20,0.750 ,0.022 ,0.172 ,,"Hemiaulus membranaceus, Rhizosolenia clevei, Rhizosolenia stylaformis, free Richelia",0.538 ,,,,,,,,,"Richelia reported as heterocyst density, converted to intracellularis density on 1:1 basis. "
,Standard Light Microscopy,2008-07-22,24.52,-108.98,50,0.000 ,0.485 ,0.485 ,,"Hemiaulus membranaceus, Rhizosolenia stylaformis",1.241 ,,,,,,,,,"Richelia reported as heterocyst density, converted to intracellularis density on 1:1 basis. "
,Standard Light Microscopy,2008-07-25,22.25,-107.68,35,0.000 ,0.000 ,0.000 ,,"Rhizosolenia clevei, Rhizosolenia stylaformis",0.016 ,,,,,,,,,"Richelia reported as heterocyst density, converted to intracellularis density on 1:1 basis. "
,Standard Light Microscopy,2008-07-26,22.25,-107.68,43,0.000 ,0.000 ,0.000 ,,,0.000 ,,,,,,,,,"Richelia reported as heterocyst density, converted to intracellularis density on 1:1 basis. "
"Wu et al. (2003), doi:10.1029/2002gb001924",Standard Light Microscopy,2001-03-15,18.00,116.00,85,,,0.580 ,,,,,,,,,,,,"Acurate year and month, day is estimated."
,Standard Light Microscopy,2001-05-15,18.00,116.00,100,,,0.988 ,,,,,,,,,,,,"Acurate year and month, day is estimated."
,Standard Light Microscopy,2001-07-15,18.00,116.00,85,,,0.693 ,,,,,,,,,,,,"Acurate year and month, day is estimated."
"Angelicque E. White, Katie S. Watkins-Brandt, Matthew J. Church,et al(2018) doi:10.3389/fmars.2018.0027",epifluorescence microscopy,2015-04-22,22.75,-158.00,45 ,,,0.179 ,,"Hemiaulus, Rhizosolenia",1.355 ,,,,,,,,,
,epifluorescence microscopy,2015-05-24,22.75,-158.00,45 ,,,0.014 ,,"Hemiaulus, Rhizosolenia",1.635 ,,,,,,,,,
,epifluorescence microscopy,2015-05-25,22.75,-158.00,45 ,,,0.005 ,,"Hemiaulus, Rhizosolenia",1.182 ,,,,,,,,,
,epifluorescence microscopy,2015-06-20,22.75,-158.00,45 ,,,0.177 ,,"Hemiaulus, Rhizosolenia",0.829 ,,,,,,,,,
,epifluorescence microscopy,2015-07-20,22.75,-158.00,45 ,,,0.310 ,,"Hemiaulus, Rhizosolenia",2.784 ,,,,,,,,,
,epifluorescence microscopy,2015-08-13,22.75,-158.00,45 ,,,0.457 ,,"Hemiaulus, Rhizosolenia",2.907 ,,,,,,,,,
,epifluorescence microscopy,2015-10-14,22.75,-158.00,45 ,,,1.533 ,,"Hemiaulus, Rhizosolenia",2.891 ,,,,,,,,,
,epifluorescence microscopy,2015-11-14,22.75,-158.00,45 ,,,1.860 ,,"Hemiaulus, Rhizosolenia",1.584 ,,,,,,,,,
,epifluorescence microscopy,2015-12-09,22.75,-158.00,45 ,,,1.180 ,,"Hemiaulus, Rhizosolenia",0.679 ,,,,,,,,,
,epifluorescence microscopy,2016-01-13,22.75,-158.00,45 ,,,0.141 ,,"Hemiaulus, Rhizosolenia",0.948 ,,,,,,,,,
,epifluorescence microscopy,2016-02-10,22.75,-158.00,45 ,,,0.155 ,,"Hemiaulus, Rhizosolenia",0.955 ,,,,,,,,,
,epifluorescence microscopy,2016-03-09,22.75,-158.00,45 ,,,0.035 ,,"Hemiaulus, Rhizosolenia",0.741 ,,,,,,,,,
,epifluorescence microscopy,2016-03-10,22.75,-158.00,45 ,,,0.021 ,,"Hemiaulus, Rhizosolenia",0.893 ,,,,,,,,,
,epifluorescence microscopy,2016-04-15,22.75,-158.00,45 ,,,0.003 ,,"Hemiaulus, Rhizosolenia",0.617 ,,,,,,,,,
,epifluorescence microscopy,2016-05-29,22.75,-158.00,45 ,,,0.091 ,,"Hemiaulus, Rhizosolenia",1.283 ,,,,,,,,,
,epifluorescence microscopy,2016-07-12,22.75,-158.00,45 ,,,0.218 ,,"Hemiaulus, Rhizosolenia",2.081 ,,,,,,,,,
,epifluorescence microscopy,2016-08-15,22.75,-158.00,45 ,,,0.120 ,,"Hemiaulus, Rhizosolenia",0.578 ,,,,,,,,,
,epifluorescence microscopy,2016-10-16,22.75,-158.00,45 ,,,1.815 ,,"Hemiaulus, Rhizosolenia",1.321 ,,,,,,,,,
,epifluorescence microscopy,2016-11-27,22.75,-158.00,45 ,,,0.331 ,,"Hemiaulus, Rhizosolenia",0.969 ,,,,,,,,,
"Clara Martinez Perez et al., 2016. Nature Microbiology ,DOI: 10.1038/NMICROBIOL.2016.163",epifluorescence microscopy,2013-05-01,11.20,-60.18,200,,,,1327.500 ,,,,,,,,,,,
data come from Supplement Table 1.,epifluorescence microscopy,2013-05-02,13.48,-58.19,200,,,,620.000 ,,,,,,,,,,,
,epifluorescence microscopy,2013-05-03,14.30,-56.45,200,,,,0.000 ,,,,,,,,,,,
,epifluorescence microscopy,2013-05-04,14.30,-54.30,200,,,,1748.000 ,,,,,,,,,,,
,epifluorescence microscopy,2013-05-05,14.30,-49.15,200,,,,0.000 ,,,,,,,,,,,
,epifluorescence microscopy,2013-05-05,14.30,-46.15,200,,,,52.500 ,,,,,,,,,,,
,epifluorescence microscopy,2013-05-06,14.30,-41.45,200,,,,577.500 ,,,,,,,,,,,
,epifluorescence microscopy,2013-05-07,14.30,-39.30,200,,,,1015.000 ,,,,,,,,,,,
,epifluorescence microscopy,2013-05-08,14.50,-35.00,200,,,,1740.000 ,,,,,,,,,,,
,epifluorescence microscopy,2013-05-09,14.30,-32.45,200,,,,5250.000 ,,,,,,,,,,,
,epifluorescence microscopy,2013-05-10,14.50,-30.50,200,,,,1815.000 ,,,,,,,,,,,
,epifluorescence microscopy,2013-05-11,14.50,-28.25,200,,,,3300.000 ,,,,,,,,,,,
,epifluorescence microscopy,2013-05-12,14.50,-26.00,200,,,,1662.500 ,,,,,,,,,,,
,epifluorescence microscopy,2013-05-13,14.50,-21.50,200,,,,0.000 ,,,,,,,,,,,
"Virginie Riou et al., 2016. PLOS one , doi: 10.1371/journal.pone.0150827",epifluorescence microscopy,2011-07-28,31.50,-33.00,207,,,,932.858 ,,,,,,,,,,,">3 µm fraction PicoUCYN+>3 µm fraction NanoUCYN+0.3-3 µm fraction PicoUCYN +0.3-3 µm fraction NanoUCYN, UCYN-A appear to dominate south of the Azores"
data come from Figure 7.,epifluorescence microscopy,2011-07-29,32.20,-33.00,200,,,,613.758 ,,,,,,,,,,,">3 µm fraction PicoUCYN+>3 µm fraction NanoUCYN+0.3-3 µm fraction PicoUCYN +0.3-3 µm fraction NanoUCYN, UCYN-A appear to dominate south of the Azores"
,epifluorescence microscopy,2011-07-30,33.70,-33.00,201,,,,961.512 ,,,,,,,,,,,">3 µm fraction PicoUCYN+>3 µm fraction NanoUCYN+0.3-3 µm fraction PicoUCYN +0.3-3 µm fraction NanoUCYN, UCYN-A appear to dominate south of the Azores"
,epifluorescence microscopy,2011-07-31,35.00,-33.00,202,,,,2243.000 ,,,,,,,,,,,">3 µm fraction PicoUCYN+>3 µm fraction NanoUCYN+0.3-3 µm fraction PicoUCYN +0.3-3 µm fraction NanoUCYN, UCYN-A appear to dominate south of the Azores"
,epifluorescence microscopy,2011-08-01,36.23,-34.00,201,,,,8208.600 ,,,,,,,,,,,">3 µm fraction PicoUCYN+>3 µm fraction NanoUCYN+0.3-3 µm fraction PicoUCYN +0.3-3 µm fraction NanoUCYN, UCYN-A appear to dominate south of the Azores"
"T. Shiozaki,2015,Biogeosciences,doi:10.5194/bg-12-6931-2015",microscopic ,2007-09-06,30.82,128.38,67,,0.066 ,,,,,,,,,,,,,
"combined data shown in figure 2, 3 and supplement TableS1",microscopic ,2007-09-07,28.72,130.97,108,,4.074 ,,,,,,,,,,,,,
,microscopic ,2007-09-08,26.25,133.17,125,,0.755 ,,,,,,,,,,,,,
,microscopic ,2007-09-09,23.81,133.16,128,,0.274 ,,,,,,,,,,,,,
,microscopic ,2007-09-10,24.44,130.22,111,,0.310 ,,,,,,,,,,,,,
,microscopic ,2007-09-12,29.05,129.85,91,,1.879 ,,,,,,,,,,,,,
,microscopic ,2007-07-23,33.84,128.61,61,,0.000 ,,,,,,,,,,,,,
,microscopic ,2007-07-25,32.24,129.25,65,,0.045 ,,,,,,,,,,,,,
,microscopic ,2007-07-25,32.25,127.85,70,,0.000 ,,,,,,,,,,,,,
,microscopic ,2007-07-27,31.75,127.50,82,,2.675 ,,,,,,,,,,,,,
"Masotti, Italo et al.2007, Mar Ecol Prog Ser, Photosynthetic characteristics of Trichodesmium in the southwest Pacific Ocean: importance and significance",microscopic ,2003-02-15,-20.55,167.35,60,,152.300 ,,,,,,,,,,,,,
data come from Figure 6.,microscopic ,2003-02-15,-20.87,166.99,60,,78.400 ,,,,,,,,,,,,,
,microscopic ,2003-02-15,-20.98,166.28,60,,244.800 ,,,,,,,,,,,,,
,microscopic ,2003-02-15,-22.65,166.13,60,,47.300 ,,,,,,,,,,,,,
,microscopic ,2002-08-15,-20.87,166.99,80,,4.900 ,,,,,,,,,,,,,
"Ferna ́ndez-Castro, B. et al.2015. Nat.ommun. 6:8002 doi: 10.1038/ncomms9002 ",Fluid Imaging Technologies ,2010-12-14,26.97,-16.84,200,,0.000 ,0.000 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2010-12-19,19.09,-22.81,200,,19.800 ,19.800 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2010-12-24,12.73,-25.61,200,,8.600 ,8.600 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2010-12-29,6.36,-25.96,200,,55.200 ,55.200 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2011-01-03,-2.42,-27.02,200,,6.200 ,6.200 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2011-01-08,-7.88,-29.82,200,,0.200 ,0.200 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2011-01-13,-13.64,-32.98,200,,3.800 ,3.800 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2011-01-17,-20.61,-36.84,200,,0.400 ,0.400 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2011-01-21,-22.73,-29.82,200,,1.200 ,1.200 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2011-01-25,-23.94,-21.05,200,,2.000 ,2.000 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2011-01-29,-27.27,-2.11,200,,0.200 ,0.200 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2011-02-02,-29.09,7.37,200,,0.200 ,0.200 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2011-02-06,-30.00,13.33,200,,9.400 ,9.400 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2011-02-11,-25.15,63.51,200,,0.600 ,0.600 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2011-02-17,-26.67,72.63,200,,0.200 ,0.200 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2011-02-23,-26.67,82.81,200,,0.000 ,0.000 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2011-03-01,-26.67,92.98,200,,0.600 ,0.600 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2011-03-07,-27.58,103.51,200,,0.400 ,0.400 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2011-03-13,-34.85,125.26,200,,0.000 ,0.000 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2011-03-17,-36.97,135.79,200,,0.400 ,0.400 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2011-03-24,-36.36,151.23,200,,13.000 ,13.000 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2011-03-30,-22.73,-179.30,200,,0.400 ,0.400 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2011-04-16,-16.36,-175.44,200,,76.600 ,76.600 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2011-04-23,-9.39,-172.63,200,,1.200 ,1.200 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2011-04-30,-4.85,-170.88,200,,0.200 ,0.200 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2011-05-07,1.52,-166.67,200,,0.000 ,0.000 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2011-05-02,19.09,-150.18,200,,2.400 ,2.400 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2011-05-13,16.97,-138.60,200,,0.800 ,0.800 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2011-05-17,16.06,-132.98,200,,0.000 ,0.000 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2011-05-21,13.94,-124.56,200,,0.200 ,0.200 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2011-05-25,12.12,-115.44,200,,0.800 ,0.800 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2011-05-29,10.61,-107.72,200,,2.400 ,2.400 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2011-06-02,8.79,-98.95,200,,0.600 ,0.600 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2011-06-06,7.27,-90.18,200,,2.200 ,2.200 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2011-06-19,15.45,-59.65,200,,25.000 ,25.000 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2011-06-24,17.88,-52.28,200,,24.000 ,24.000 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2011-06-29,20.30,-44.56,200,,24.600 ,24.600 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2011-07-04,23.64,-34.74,200,,18.400 ,18.400 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2011-07-09,26.36,-26.67,200,,1.200 ,1.200 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2011-07-14,29.70,-16.84,200,,2.000 ,2.000 ,,,,,,,,,,,,
"Holl et al,. 2007,Limnol. Oceanogr, doi: 10.4319/lo.2007.52.5.2249",microscope ,2000-07-24,27.15,-95.93,250,,430.000 ,430.000 ,,,,,,,,,,,,
,microscope ,2000-07-25,26.35,-94.68,250,,270.000 ,270.000 ,,,,,,,,,,,,
,microscope ,2000-07-26,26.62,-95.15,250,,280.000 ,280.000 ,,,,,,,,,,,,
,microscope ,2000-07-27,27.03,-95.43,250,,660.000 ,660.000 ,,,,,,,,,,,,inculde 0.1 liter and 10 liter
,microscope ,2000-07-28,27.34,-96.09,250,,110.000 ,110.000 ,,,,,,,,,,,,
,microscope ,2000-07-28,27.43,-96.32,50,,3.800 ,3.800 ,,,,,,,,,,,,
,microscope ,2000-07-28,27.47,-96.41,50,,4.600 ,4.600 ,,,,,,,,,,,,
,microscope ,2000-07-28,27.57,-96.54,50,,0.000 ,0.000 ,,,,,,,,,,,,
,microscope ,2000-07-29,27.66,-96.69,50,,6.800 ,6.800 ,,,,,,,,,,,,
,microscope ,2000-07-29,27.75,-96.85,50,,2.700 ,2.700 ,,,,,,,,,,,,
"Mompean, C. et al 2013, doi:10.1093/plankt/fbt011",Fluid Imaging Technologies ,2011-01-27,27.93,-13.25,200,,,0.016 ,,,,,,,,,,,,2011/1/27-3/15
,Fluid Imaging Technologies ,2011-01-28,27.15,-15.32,200,,,0.016 ,,,,,,,,,,,,Plankton samples were collected by vertical tows of a microplankton net (40 mm mesh size) and a mesoplank- ton net (200 mm mesh size) through the upper 200 m of the water column
,Fluid Imaging Technologies ,2011-01-29,26.70,-16.66,200,,,0.047 ,,,,,,,,,,,,Plankton samples were collected by vertical tows of a microplankton net (40 mm mesh size) and a mesoplank- ton net (200 mm mesh size) through the upper 201 m of the water column
,Fluid Imaging Technologies ,2011-01-30,26.26,-18.21,200,,,0.110 ,,,,,,,,,,,,Plankton samples were collected by vertical tows of a microplankton net (40 mm mesh size) and a mesoplank- ton net (200 mm mesh size) through the upper 202 m of the water column
,Fluid Imaging Technologies ,2011-01-31,25.81,-20.08,200,,,0.024 ,,,,,,,,,,,,Plankton samples were collected by vertical tows of a microplankton net (40 mm mesh size) and a mesoplank- ton net (200 mm mesh size) through the upper 203 m of the water column
